HydroSHEDS_ID CHIRPSv2.0 CMORPHv0.x-RAW CPC-Unifiedv1.0 CRU-TSv4.03 ERA5-Land ERA5 GPCCv7.0 PERSIANN-CCS PERSIANN-CDR PERSIANN PREC-Land SM2RAIN-CCI TRMM-3B42RT TRMM-3B43 UDELv5.0
1050041990 38.551 52.097 45.164 24.576 33.139 32.92 43.622 293.155 45.692 96.646 39.782 57.028 44.783 49.282 32.937
1050042010 35.342 54.609 31.939 23.224 37.454 37.201 33.858 235.202 35.292 84.87 27.58 53.697 46.308 44.726 31.497
1050042020 63.183 24.663 30.414 41.907 22.172 23.769 31.272 147.822 85.698 35.724 49.179 47.981 35.716 55.232 47.883
1050042040 30.241 65.467 30.532 5.672 20.719 19.671 46.278 231.063 48.31 82.093 51.076 48.347 56.072 58.119 44.5
1050042050 45.666 85.794 76.888 1.668 19.734 19.624 65.416 283.179 32.671 105.823 62.862 61.506 73.486 72.565 53.99
1050042060 4.223 12.704 1.651 17.48 3.365 3.098 2.478 72.008 9.196 12.502 1.196 39.854 3.945 4.035 3.298
1050042070 29.66 24.144 24.586 26.938 20.724 28.721 34.078 46.405 15.21 20.443 17.945 48.757 24.934 28.434 41.706
1050042080 132.977 116.159 176.203 179.371 109.672 110.362 168.104 451.773 131.462 171.696 145.155 133.197 143.186 163.876 131.69
1050042090 0.523 8.065 0.316 18.706 1.591 1.59 0.332 56.186 1.297 10.822 0.373 44.735 2.211 1.764 6.803
1050042100 40.065 89.98 32.934 1.286 21.732 21.676 43.583 290.122 41.457 98.914 42.042 56.456 75.542 74.902 44.324
1050042150 69.898 95.873 74.063 81.377 118.486 118.233 126.387 119.373 107.81 76.649 118.232 77.342 121.785 121.46 116.09
1050042160 1.53 9.264 1.542 2.571 1.519 1.278 2.674 57.287 5.268 10.394 2.496 72.528 4.416 5.951 8.808
1050042190 84.496 68.404 83.7 92.562 64.01 64.752 110.923 253.633 90.739 105.313 95.14 86.658 81.237 103.485 95.781
1050042230 27.66 55.119 87.835 89.621 21.089 22.541 63.014 105.829 54.206 95.779 85.632 89.916 66.139 67.359 135.169
1050042240 59.281 78.273 76.161 66.029 51.888 52.616 76.408 327.846 70.569 115.324 63.255 69.434 78.438 81.291 56.663
1050042260 10.417 33.203 10.783 2.841 4.464 4.178 29.991 67.681 15.902 21.191 23.861 61.146 20.988 23.684 24.986
1050042340 120.554 54.468 43.313 48.718 28.484 27.104 42.795 249.491 60.258 75.314 46.954 63.13 55.964 57.641 34.089
1050042350 6.021 18.931 29.133 19 4.194 4.415 36.895 37.076 14.741 10.796 53.348 51.942 29.152 34.755 88.208
1050042410 20.792 12.326 5.922 11.245 6.418 6.382 6.161 105.261 23.46 19.7 5.85 39.712 8.269 12.822 9.47
1050042420 27.255 68.773 30.476 0.906 18.22 18.423 45.505 259.145 41.268 93.757 50.01 53.031 52.97 54.403 42.926
1050042490 0.946 11.918 1.448 3.988 1.867 1.735 2.002 67.403 6.195 12.706 1.671 42.606 4.561 4.253 5.439
1050042500 7.731 28.755 7.676 6.205 4.547 4.654 11.37 99.617 12.505 26.12 19.192 44.273 14.802 15.956 11.613
1050042550 27.616 50.802 28.746 8.462 29.25 27.725 30.577 242.298 30.499 79.507 25.32 52.738 39.757 38.246 28.989
1050042590 9.05 44.974 16.701 4.398 10.249 10.029 10.299 156.813 21.646 46.732 16.929 55.575 22.109 23.632 8.922
1050042600 356.908 668.608 363.85 377.216 291.639 299.298 338.489 882.454 484.212 1117.447 399.66 486.968 394.472 398.277 428.172
1050042610 78.634 33.451 72.879 65.629 16.23 17.874 123.517 186.409 62.292 53.277 109.286 64.334 40.078 65.744 39.991
1050042660 8.019 45.917 15.608 0 9.727 9.557 9.496 157.112 16.99 47.418 15.687 43.209 23.657 22.369 8.009
1050042670 92.583 55.144 24.782 12.998 19.97 18.763 27.857 227.419 48.828 74.103 30.558 48.24 48.452 47.55 20.999
1050042690 59.879 32.963 24.232 25.473 11.086 12.598 33.353 159.813 42.527 40.727 31.192 43.424 40.439 55.273 43.025
1050042700 52.867 71.255 58.942 42.424 35.226 33.645 48.847 233.952 66.958 89.035 54.178 66.922 71.548 75.386 47.249
1050042750 208.279 314.783 196.214 221.672 109.663 116.431 213.341 813.437 250.935 638.194 206.954 260.898 255.718 250.245 263.464
1050042790 41.287 84.629 41.076 2.219 15.796 15.912 49.411 286.565 34.949 101.649 38.794 48.384 58.261 57.41 37.509
1050042820 21.907 60.233 21.339 0.628 20.049 19.409 22.789 223.478 32.462 77.123 19.75 59.656 39.489 36.955 21.873
1050042830 0.4 7.074 0.342 21.904 1.943 1.855 0.537 43.333 1.932 9.372 0.42 40.174 1.842 1.34 5.215
1050042840 8.312 10.439 3.526 23.946 2.606 2.6 3.944 20.729 7.301 4.993 14.263 64.628 16.515 23.122 91.491
1050042860 96.552 97.431 75.92 102.465 79.911 84.792 73.611 389.865 107.324 161.875 77.627 97.399 104.552 110.565 57.247
1050042900 5.353 20.721 14.454 26.481 4.49 4.902 29.777 37.351 9.217 8.019 56.094 60.296 18.682 27.018 94.978
1050042910 179.467 52.541 62.554 49.221 29.48 27.444 81.536 231.948 72.159 75.507 78.947 70.709 74.666 77.68 72.833
1050042920 124.4 126.436 172.651 190.836 105.367 102.356 145.862 436.791 124.542 178.173 200.327 117.508 145.031 157.678 136.946
1050042940 124.751 48.531 50.409 33.031 25.067 23.671 60.032 232.424 67.449 82.037 54.663 71.184 69.279 71.326 64.389
1050042970 39.845 68.419 31.4 7.376 22.108 20.694 45.571 226.032 49.584 75.6 49.852 77.582 57.454 59.889 45.985
1050042980 49.443 71.755 44.42 12.631 26.407 24.944 46.62 232.89 55.888 81.376 51.578 67.241 74.354 77.112 46.003
1050043030 286.322 232.09 150.604 259.594 383.417 413.368 225.457 211.459 285.84 160.866 192.402 144.945 282.331 302.006 192.844
1050043060 109.75 99.288 72.069 111.438 88.62 87.046 68.547 410.492 109.539 171.931 78.406 96.964 118.33 125.551 63.189
1050043070 6.256 25.938 8.206 0.748 6.426 6.143 8.342 118.745 14.001 26.171 14.522 50.19 11.316 12.134 8.387
1050043090 24.715 54.569 29.554 5.013 22.755 22.011 23.517 222.272 27.434 78.251 24.655 54.038 36.868 33.275 22.373
1050043160 76.52 65.524 78.771 96.336 59.299 59.509 81.345 259.773 93.001 107.338 109.235 78.844 79.826 95.641 95.442
1050043250 29.205 58.955 17.778 1.401 15.194 15.329 19.749 226.133 32.786 73.477 19.679 46.978 31.506 29.109 13.469
1050043290 22.534 32.449 6.339 3.878 7.835 8.417 9.969 135.699 23.549 33.921 16.275 32.888 22.34 32.033 17.961
1050043300 34.981 89.103 33.782 6.759 22.737 22.658 45.646 275.605 43.953 94.236 42.634 53.635 72.377 70.828 43.038
1050043330 1.728 10.874 1.761 5.85 2.997 3.039 2.165 86.549 6.919 14.369 2.31 37.733 6.509 6.348 4.286
1050043350 97.139 58.955 52.752 24.011 24.323 22.877 48.845 231.138 64.56 81.116 51.683 85.16 76.935 78.897 51.078
1050043370 39.831 59.287 18.484 4.171 16.951 16.515 21.485 230.453 38.286 76.334 22.586 46.931 41.032 39.794 15.188
1050043380 3.876 10.837 0.778 12.111 2.759 2.542 0.959 75.703 5.193 12.449 1.219 47.382 6.379 5.751 3.248
1050043420 2.654 22.74 1.614 39.118 1.659 1.504 1.743 38.597 2.635 9.825 1.318 56.954 3.805 3.977 10.203
1050043490 0.906 9.324 0.5 20.667 1.996 1.852 0.565 59.215 1.986 10.019 0.397 42.984 2.909 2.809 5.53
1050043540 45.651 14.894 22.632 38.854 15.026 15.735 24.082 128.645 63.761 30.216 41.252 46.878 19.598 35.184 43.481
1050043570 3.951 24.492 12.154 16 2.992 3.009 21.03 33.623 9.255 6.704 43.901 82.397 13.428 19.509 79.965
1050043580 81.24 24.706 12.763 34.553 13.18 14.27 13.091 156.921 57.601 36.784 13.862 40.454 30.622 47.474 24.748
1050043700 109.483 78.726 106.057 128.895 78.496 78.867 98.737 270.477 122.172 114.967 130.707 94.484 99.271 117.13 125.548
1050043720 121.043 52.786 70.674 82.892 38.313 37.984 76.093 164.479 129.31 43.337 83.19 59.772 83.262 114.572 81.226
1050043890 32.484 91.205 33.214 5.456 24.712 24.439 44.58 272.695 47.017 97.147 48.322 54.556 68.462 71.572 44.324
1050044010 5.17 27.799 7.23 1.504 6.609 6.52 8.014 122.763 16.043 30.694 14.59 52.526 11.285 13.192 8.094
1050044080 1.622 6.459 0.527 19.696 2.141 1.881 0.568 62.025 2.505 10.397 0.397 39.066 2.461 2.089 4.772
1050044120 65.932 28.834 32.841 29.109 11.58 12.951 50.713 170.727 40.102 44.551 45.773 58.857 26.018 47.925 40.275
1050044150 28.401 35.284 15.212 10.375 5.307 5.114 19.557 62.837 12.502 19.676 16.57 49.196 31.335 31.527 18.062
1050044270 19.041 52.5 14.504 1.597 19.77 19.271 20.801 224.129 36.106 75.126 19.361 38.384 32.132 33.767 18.823
1050044290 12.771 23.534 25.431 45.227 11.767 13.441 36.472 44.803 12.882 16.564 20.286 66.752 19.802 22.393 45.528
1050044300 54.63 74.285 53.823 58.584 48.079 47.453 51.261 299.495 67.98 102.789 61.166 50.302 72.581 75.241 50.241
1050044320 1.137 9.132 0.313 35.459 1.672 1.586 0.295 46.026 1.226 9.979 0.331 50.49 2.222 2.165 6.952
1050044340 36.213 60.1 27.346 26.346 29.138 29.897 31.573 239.496 34.503 80.636 29.885 54.694 38.348 40.349 21.925
1050044410 213.356 226.47 144.924 210.113 250.286 261.029 212.115 267.6 341.425 219.221 188.753 219.138 292.551 307.351 207.825
1050044420 26.918 31.282 32.499 26.141 8.008 9.964 40.857 50.846 20.539 30.896 16.378 73.475 35.005 36.776 48.95
1050044430 7.069 28.712 45.599 26.5 6.956 8.389 64.677 54.226 23.951 34.947 39.981 74.266 31.852 35.477 73.806
1050044470 45.029 19.436 25.726 40.725 5.392 6.413 70.587 26.045 10.501 11.994 83.281 89.607 44.613 56.412 197.847
1050044480 47.501 28.908 33.229 36.123 12.072 12.665 60.333 180.895 40.969 49.462 56.058 49.405 28.614 43.947 24.27
1050044520 19.426 58.502 12.092 4.276 19.211 18.429 17.144 226.984 37.723 75.714 17.345 63.39 35.188 36.76 14.268
1050044540 164.319 262.718 226.819 281.956 158.256 163.988 195.739 342.425 336.571 253.047 126.56 134.45 263.475 282.628 165.128
1050044560 380.75 489.185 470.314 472.106 255.273 266.312 467.762 474.547 519.312 378.502 450.464 612.057 541.812 564.472 680.692
1050044610 87.834 181.436 78.673 77.854 32.273 32.715 98.667 351.327 94.832 186.544 105.617 93.128 143.791 147.227 99.036
1050044850 101.979 68.196 98.278 91.323 69.201 68.93 120.483 252.49 92.214 109.412 82.003 86.58 75.431 91.559 93.755
1050044910 45.139 86.759 60.123 0.788 20.669 20.029 50.427 282.196 34.144 98.062 50.871 58.233 67.683 66.598 53.366
1050044980 7.534 12.618 7.518 26.892 3.259 3.529 10.725 23.471 7.369 5.793 28.04 61.152 36.668 46.297 104.872
1050045010 63.008 24.258 63.654 58.331 6.141 7.587 83.569 20.381 7.869 6.321 79.089 54.367 37.045 44.242 123.333
1050045170 135.066 88.376 156.978 114.814 67.284 66.277 175.837 394.827 97.376 129.109 114.453 96.907 126.904 141.437 137.305
1050045390 8.378 29.766 7.796 0 5.233 5.14 8.639 108.249 12.426 25.546 15.743 63.651 14.762 15.897 8.444
1050045460 126.788 123.763 234.778 161.07 134.369 136.805 156.713 180.703 190.495 138.118 154.402 171.306 152.211 182.173 172.767
1050046130 299.518 415.264 455.026 301.331 175.114 178.133 244.015 482.776 497.988 393.111 246.143 454.313 360.076 385.789 840.539
1050046210 20.206 54.878 21.972 0.303 23.688 22.371 24.187 229.877 30.812 75.346 20.977 33.445 34.266 33.95 25.572
1050046220 27.867 60.63 22.26 0.104 15.469 15.989 25.778 260.084 31.197 84.759 20.039 49.046 40.129 39.182 16.294
1050046410 16.366 33.427 38.207 28.2 6.243 7.555 60.617 49.9 23.409 32.472 18.441 71.474 33.596 35.145 50.269
1050046430 205.29 204.588 192.859 339.606 187.641 191.804 185.589 607.041 298.206 298.645 196.587 154.491 194.234 196.209 182.001
1050046540 10.334 33.249 10.873 0 4.911 4.869 17.752 69.887 17.387 20.527 17.938 68.624 27.924 29.552 15.933
1050046550 71.21 21.726 10.869 30.069 12.544 13.844 12.854 149.386 56.917 34.929 17.301 29.68 31.054 50.902 21.372
1050046700 346.736 275.378 183.327 362.113 401.828 397.885 457.664 350.713 430.514 246.01 411.528 368.328 379.184 390.277 395.939
1050046820 26.896 71.415 26.722 0 17.935 18.474 31.58 261.252 35.972 95.434 31.283 57.77 47.579 48.246 26.214
1050046870 0.715 10.912 1.533 4.057 2.256 2.009 1.991 82.677 6.504 12.299 1.821 58.721 5.476 4.643 4.056
1050047030 5.867 19.285 37.194 18 4.727 5.615 45.299 44.057 19.277 19.621 41.744 60.262 20.212 25.861 76.342
1050047600 197.2 112.601 164.714 254.781 165.407 145.611 174.073 565.022 206.508 214.59 116.513 132.398 190.738 210.556 171.283
1050047790 237.087 159.814 128.732 257.675 185.101 181.005 249.223 240.007 235.845 171.201 202.221 155.893 292.979 330.545 239.572
1050047900 21.367 38.452 54.933 40.991 16.768 18.976 79.623 82.554 46.473 74.473 44.105 79.453 58.213 62.136 78
1050048630 1.046 7.63 0.539 1.714 0.875 0.759 0.743 32.674 2.565 8.398 0.77 95.196 3.098 3.071 25.238
1050048790 0.76 8.248 0.295 21.746 1.478 1.343 0.229 41.774 0.912 9.017 0.475 45.038 1.836 1.528 6.831
1050049660 2.036 10.516 0.396 32.775 1.103 0.904 0.218 39.005 2.179 9.071 0.275 48.896 3.307 3.499 13.239
1050049710 43.917 83.745 52.968 26.478 14.921 14.478 46.844 214.024 46.075 83.919 67.302 51.906 57.404 58.638 49.958
1050049870 2.066 12.182 1.457 63.513 2.31 2.115 1.493 40.878 1.844 9.359 1.01 71.12 1.738 2.126 5.994
1050049900 1.117 12.629 1.57 6.991 1.659 1.619 1.954 61.775 4.501 11.214 1.628 77.476 4.809 4.388 6.097
1050052130 433.265 647.541 567.372 432.738 500.588 514.708 453.638 994.392 485.73 651.78 441.962 575.134 457.534 440.629 385.95
1050053600 19.161 49.708 12.256 22.475 15.481 14.598 19.05 170.066 28.244 49.608 18.893 31.572 32.423 32.206 12.8
1050053710 0.752 8.914 1.644 16.948 2.479 2.489 1.934 81.253 7.003 13.989 1.794 40.09 4.55 4.091 4.136
1050054170 0.974 8.294 0.388 3.939 0.872 0.743 0.535 32.61 2.036 8.424 0.62 27.661 2.936 2.887 21.522
1050054740 0.946 10.479 1.529 4.192 3.097 3.107 1.965 93.353 8.241 13.371 2.287 73.754 6.038 5.514 4.248
1050054840 189.124 154.822 72.261 165.6 196.393 198.228 184.439 232.393 270.623 203.071 120.547 103.836 185.765 227.92 150.988
1050057260 57.639 20.727 9.254 17.791 11.98 12.295 12.583 145.797 45.264 33.591 12.575 28.444 28.485 48.01 18.997
1050059920 161.22 155.106 176.286 199.244 146.016 140.797 156.839 473.825 141.531 218.619 223.893 102.227 167.879 179.389 167.294
1050065100 2.91 14.786 1.754 0.77 3.791 4.353 2.982 95.363 11.369 15.111 3.347 31.506 7.546 7.687 5.011
1050076070 792.858 890.123 554.942 969.222 627.574 416.39 923.871 612.21 897.985 303.173 1005.438 754.487 1093.907 1121.91 779.192
8050000010 NA NA 1869.186 920.645 1973.954 2107.607 1667.617 NA 850.209 132.323 1611.568 0 NA NA 1442.898
8050000810 NA NA 762.802 645.077 1177.556 1169.754 670.082 NA NA NA 932.731 0 NA NA 623.951
8050000820 NA NA 1332.236 741.046 1929.694 2193.354 1411.418 NA 391.178 50.559 936.151 0 NA NA 1480.792
8050002260 NA NA 595.69 431.617 976.757 980.339 622.378 NA NA NA 503.795 0 NA NA 644.372
8050002270 NA NA 617.683 512.488 1193.116 1204.518 765.091 NA NA NA 411.434 0 NA NA 741.639
8050002400 NA NA 777.544 516.622 1428.954 1411.177 1146.761 NA NA NA 427.432 0 NA NA 1000.339
8050002410 NA NA 879.771 885.206 1278.746 1482.056 803.073 NA 1086.809 314.925 844.489 0 NA NA 950.873
8050004280 NA 138.771 652.722 859.131 887.702 1181.859 564.659 800.003 1056.332 379.796 773.793 0 NA NA 506.697
8050004290 NA 109.843 565.077 701.712 1044.498 1053.275 567.189 773.289 1026.341 404.81 586.808 0 NA NA 471.78
8050004350 NA 156.329 642.939 727.201 1137.066 1167.586 613.17 797.503 1106.512 431.416 632.896 0 NA NA 640.363
8050004360 NA 197.164 552.525 602.413 717.834 839.063 573.914 649.869 847.026 445.266 526.831 0 NA NA 370.28
8050004410 NA NA 686.837 659.608 1039.381 1177.355 694.517 NA 629.234 230.024 600.227 0 NA NA 668.652
8050004420 NA 156.852 473.064 611.972 740.919 860.321 557.165 401.565 810.922 423.693 547.762 0 NA NA 439.05
8050004480 NA NA 522.298 543.046 1031.591 1026.327 556.614 NA 322.888 117.213 533.235 0 NA NA 467.239
8050004490 NA NA 450.851 608.436 966.428 1027.194 606.831 NA 545.046 202.489 839.426 0 NA NA 449.076
8050004910 NA NA 495.174 490.267 700.97 707.221 463.065 NA NA NA 387.368 0 NA NA 370.38
8050256960 NA NA 472.001 466.731 742.537 726.859 470.109 NA NA NA 505.269 0 NA NA 425.989
8050257060 NA NA 483.668 491.726 850.27 845.063 497.979 NA NA NA 499.721 0 NA NA 403.041
8050254470 NA NA 483.568 511.614 947.111 933.946 575.429 NA NA NA 538.454 0 NA NA 514.139
8050254340 NA NA 443.769 428.682 665.339 660.132 442.735 NA NA NA 441.297 0 NA NA 413.663
8050225700 NA NA 459.431 450.361 604.525 609.255 436.272 NA NA NA 428.188 0 NA NA 396.476
8050225860 NA NA 495.312 470.913 814.033 830.656 418.667 NA NA NA 428.537 0 NA NA 409.602
8050224230 NA NA 561.991 474.661 838.876 837.448 415.393 NA NA NA 413.542 0 NA NA 433.939
8050224140 NA NA 440.212 436.488 626.579 615.13 380.163 NA NA NA 391.299 0 NA NA 369.459
8050004920 NA NA 421.316 533.146 522.607 628.845 589.728 NA NA NA 576.746 0 NA NA 279.497
8050005510 NA NA 435.949 423.012 620.036 614.948 429.749 NA NA NA 358.482 0 NA NA 324.709
8050183880 NA NA 335.398 356.434 503.187 498.37 325.751 NA NA NA 395.594 0 NA NA 312.43
8050183760 NA NA 357.395 281.133 510.159 507.297 340.626 NA NA NA 433.603 0 NA NA 322.522
8050176200 NA NA 307.687 358.702 429.986 431.368 310.433 NA NA NA 389.166 0 NA NA 349.032
8050176060 NA NA 285.76 182.93 382.443 381.954 232.004 NA NA NA 274.344 0 NA NA 262.792
8050186110 NA NA 315.337 359.031 372.081 371.784 349.688 NA NA NA 398.986 0 NA NA 504.167
8050186150 NA NA 459.283 403.037 725.715 711.114 436.189 NA NA NA 425.321 0 NA NA 436.527
8050182480 NA NA 317.026 350.775 368.947 377.561 350.073 NA NA NA 398.864 0 NA NA 562.622
8050182380 NA NA 359.572 250.846 415.055 414.263 371.31 NA NA NA 375.243 0 NA NA 420.241
8050190880 NA NA 353.301 227.245 553.212 558.167 390.171 NA NA NA 315.118 0 NA NA 397.035
8050191000 NA NA 374.264 341.284 599.034 596.807 414.313 NA NA NA 446.625 0 NA NA 422.085
8050141350 NA NA 263.843 129.034 402.74 399.804 275.489 NA NA NA 245.29 0 NA NA 224.569
8050141480 NA NA 279.088 145.518 439.345 441.479 293.317 NA NA NA 264.225 0 NA NA 307.147
8050224880 NA NA 291.146 348.882 714.015 693.917 313.186 NA NA NA 294.617 0 NA NA 302.089
8050224890 NA NA 288.172 358.496 558.621 560.758 375.597 NA NA NA 336.289 0 NA NA 322.186
8050219290 NA NA 243.936 198.881 385.988 415.934 319.513 NA NA NA 306.442 0 NA NA 326.692
8050219130 NA NA 156.966 215.028 547.911 550.635 378.285 NA NA NA 254.732 0 NA NA 431.441
8050221500 NA NA 508.061 308.348 593.131 604.266 336.231 NA NA NA 322.699 0 NA NA 316.256
8050221510 NA NA 299.551 173.957 453.424 485.026 336.004 NA NA NA 292.278 0 NA NA 334.374
8050231190 NA NA 214.569 266.141 540.6 545.411 336.207 NA NA NA 306.038 0 NA NA 365.313
8050231240 NA NA 253.522 193.808 447.023 446.584 306.043 NA NA NA 256.203 0 NA NA 293.711
8050251940 NA NA 240.619 178.675 439.49 433.924 307.486 NA NA NA 263.652 0 NA NA 283.328
8050251780 NA NA 248.484 230.771 578.315 581.733 321.809 NA NA NA 302.276 0 NA NA 291.46
8050259520 NA NA 661.855 371.03 756.269 750.849 399.743 NA 528.567 172.086 454.138 0 NA NA 412.509
8050259590 NA NA 396.599 366.764 627.056 625.39 459.677 NA 433.397 215.626 461.844 0 NA NA 400.4
8050005520 NA NA 360.052 339.867 483.656 486.803 374.814 NA NA NA 335.569 0 NA NA 238.102
8050007020 NA NA 345.979 243.176 628.689 621.934 337.437 NA NA NA 383.228 0 NA NA 279.789
8050007030 NA NA 270.804 271.366 384.805 429.327 324.025 NA NA NA 243.411 0 NA NA 280.039
8050007180 NA NA 313.198 197.156 512.169 510.948 364.401 NA NA NA 281.66 0 NA NA 294.332
8050007190 NA NA 203.809 163.125 344.422 345.829 205.125 NA NA NA 177.23 0 NA NA 149.86
8050008230 NA NA 168.231 174.033 310.058 307.425 151.122 NA NA NA 156.827 0 NA NA 123.233
8050008240 NA NA 146.464 160.371 257.576 262.455 151.565 NA NA NA 140.796 0 NA NA 145.84
8050008380 NA NA 255.85 183.962 434.666 432.749 192.835 NA NA NA 299.413 0 NA NA 171.019
8050008390 NA NA 194.443 108.984 418.121 414.36 157.682 NA NA NA 190.785 0 NA NA 181.453
8050008900 NA NA 298.675 129.513 421.241 420.496 237.841 NA NA NA 216.009 0 NA NA 182.942
8050009560 NA NA 358.948 217.952 308.973 299.234 242.727 NA NA NA 262.398 0 NA NA 224.554
8050112340 NA NA 224.355 212.501 528.064 523.867 379.848 NA NA NA 301.477 0 NA NA 343.75
8050112350 NA NA 275.509 240.407 324.096 318.25 252.073 NA NA NA 296.141 0 NA NA 242.006
8050122010 NA NA 294.027 236.287 328.925 325.108 278.145 NA NA NA 306.864 0 NA NA 258.132
8050122100 NA NA 327.558 243.887 517.56 512.972 322.085 NA NA NA 303.832 0 NA NA 330.006
8050148430 NA NA 315.089 256.613 352.235 349.981 305.377 NA NA NA 318.849 0 NA NA 290.697
8050148510 NA NA 341.011 271.462 453.888 450.856 298.703 NA NA NA 310.126 0 NA NA 292.577
8050164230 NA NA 366.248 273.289 607.734 606.89 317.413 NA NA NA 274.89 0 NA NA 414.991
8050164290 NA NA 317.488 310.333 530.585 532.605 317.907 NA NA NA 301.567 0 NA NA 313.662
8050183170 NA NA 284.08 310.721 441.149 445.077 302.554 NA NA NA 314.115 0 NA NA 280.007
8050183070 NA NA 299.362 277.124 368.855 366.578 307.076 NA NA NA 315.778 0 NA NA 255.845
8050194590 NA NA 283.847 314.561 434.007 436.028 308.111 NA NA NA 316.792 0 NA NA 280.45
8050194580 NA NA 355.968 353.444 595.498 589.457 389.877 NA NA NA 383.785 0 NA NA 486.497
8050196780 NA NA 304.885 342.881 470.681 476.15 336.407 NA NA NA 325.911 0 NA NA 316.979
8050196880 NA NA 350.555 397.312 618.115 618.997 428.777 NA NA NA 420.549 0 NA NA 397.726
8050170630 NA NA 297.812 302.128 424.615 424.896 322.477 NA NA NA 332.311 0 NA NA 287.118
8050170460 NA NA 363.955 262.365 361.218 356.239 235.063 NA NA NA 272.365 0 NA NA 220.754
8050155650 NA NA 363.209 269.376 388.693 387.836 286.096 NA NA NA 305.931 0 NA NA 250.945
8050155550 NA NA 216.876 242.544 327.316 321.648 0 NA NA NA 0 0 NA NA 207.689
8050155560 NA NA 396.095 228.641 323.214 318.084 225.888 NA NA NA 248.588 0 NA NA 192.769
8050155470 NA NA 341.186 220.974 323.812 322.07 241.044 NA NA NA 257.48 0 NA NA 210.593
8050231560 NA NA 322.218 307.039 411.225 412.243 343.684 NA NA NA 335.086 0 NA NA 314.135
8050231700 NA NA 335.554 388.173 591.104 590.576 403.601 NA NA NA 365.557 0 NA NA 345.016
8050243400 NA NA 321.353 396.549 481.267 476.997 372.771 NA NA NA 346.483 0 NA NA 351.513
8050243490 NA NA 326.964 425.441 639.366 642.171 396.209 NA NA NA 411.089 0 NA NA 346.075
8050150960 NA NA 455.367 234.077 366.454 366.034 243.948 NA NA NA 262.071 0 NA NA 193.44
8050150880 NA NA 370.73 220.437 331.189 327.284 230.26 NA NA NA 249.404 0 NA NA 190.438
8050252610 NA NA 312.892 322.76 396.912 391.716 331.47 NA NA NA 326.024 0 NA NA 318.331
8050252760 NA NA 345.368 412.339 518.872 507.302 434.479 NA NA NA 368.476 0 NA NA 389.958
8050270520 NA NA 401.353 456.049 528.291 516.107 477.594 NA NA NA 409.03 0 NA NA 409.756
8050270510 NA NA 332.979 470.311 670.416 666.068 533.827 NA NA NA 533.529 0 NA NA 447.513
8050269310 NA NA 338.768 308.71 352.49 350.561 306.327 NA NA NA 343.252 0 NA NA 298.947
8050269450 NA NA 330.678 345.28 458.038 455.276 328.811 NA NA NA 321.053 0 NA NA 325.623
8050286860 NA NA 403.675 486.265 634.789 641.6 459.04 NA NA NA 414.357 0 NA NA 409.058
8050286910 NA NA 399.992 414.006 470.738 471.302 433.082 NA 43.519 48.655 395.046 0 NA NA 433.526
8050272020 NA NA 301.455 300.392 351.222 349.755 253.71 NA NA NA 280.883 0 NA NA 288.39
8050272130 NA NA 358.637 406.615 431.474 436.015 426.959 NA 364.626 315.421 382.42 0 NA NA 399.853
8050271080 NA NA 345.166 357.474 448.331 447.938 370.029 NA 92.531 77.195 350.812 0 NA NA 340.278
8050271000 NA NA 161.807 313.069 372.418 366.701 0 NA NA NA 0 0 NA NA 282.172
8050298780 NA 233.137 442.452 499.651 584.372 584.252 473.465 640.633 515.41 366.364 412.489 0 NA NA 522.232
8050298770 NA NA 353.949 497.616 667.195 662.663 514.79 NA 356.315 268.667 435.891 0 NA NA 488.485
8050266590 NA NA 336.332 339.311 382.87 380.283 329.865 NA NA 22.045 331.677 0 NA NA 313.72
8050266430 NA NA 312.561 316.725 360.629 374.295 286.271 NA NA NA 318.233 0 NA NA 268.628
8050264770 NA NA 315.336 349.591 375.822 376.149 327.09 NA 173.703 132.051 331.858 0 NA NA 304.122
8050264670 NA NA 312.561 316.725 352.79 362.549 286.271 NA NA NA 318.233 0 NA NA 268.628
8050262400 NA NA 254.763 308.619 347.403 347.036 299.342 NA NA NA 302.744 0 NA NA 238.989
8050262310 NA NA 404.699 259.59 348.789 345.665 287.563 NA NA NA 282.802 0 NA NA 236.336
8050258570 NA NA 390.851 341.033 411.974 410.378 317.848 NA NA NA 339.147 0 NA NA 283.013
8050258460 NA NA 248.969 306.35 324.422 323.37 301.631 NA NA NA 303.025 0 NA NA 242.067
8050252880 NA NA 264.287 290.716 329.606 318.78 308.861 NA NA NA 298.306 0 NA NA 250.081
8050252780 NA NA 312.879 289.193 326.759 327.131 313.255 NA NA NA 294.234 0 NA NA 246.546
8050246160 NA NA 406.129 301.569 389.403 387.702 282.377 NA NA NA 299.02 0 NA NA 239.732
8050246110 NA NA 354.635 265.418 361.641 363.675 287.756 NA NA NA 287.73 0 NA NA 231.851
8050297770 NA NA 262.508 459.714 677.895 675.398 533.364 NA 359.189 230.137 492.691 0 NA NA 458.358
8050297840 NA 96.731 349.027 453.647 691.288 694.512 551.802 593.999 642.184 424.321 459.542 0 NA NA 480.442
8050307300 NA 198.885 294.389 378.825 377.65 380.241 338.281 166.13 379.212 311.474 345.106 0 NA NA 283.417
8050307380 NA 177.871 326.119 378.918 418.304 421.668 399.607 279.775 377.306 285.981 342.851 0 NA NA 335.607
