HydroSHEDS_ID AVHRR-NTSG BESS CSIRO-PMLv2.0 ERA5-Land FLDAS FluxCom-RS FluxCom-RSM GLDASv2.1 GLEAMv3.3a GLEAMv3.3b MOD16A3 SSEBOpv4.0
4050791810 753.605 685.958 843.767 358.278 1173.181 812.782 860.586 829.706 858.356 896.228 845.366 899.539
4050817390 729.944 696.428 903.598 379.961 1184.187 773.665 874.749 822.72 805.274 843.447 864.051 895.426
4050817380 732.361 707.046 894.057 367.673 1175.74 782.59 874.986 833.185 781.285 827.119 847.437 886.838
4050748310 668.968 612.038 863.419 387.578 1062.73 689.386 829.45 828.774 761.928 782.394 698.699 850.431
4050748300 498.451 510.021 849.535 388.713 867.11 530.393 753.759 405.853 700.135 722.083 602.211 777.563
4050744670 664.072 604.888 796.431 365.096 931.671 752.657 819.52 832.974 725.206 757.838 655.647 820.964
4050744360 657.93 605.183 827.623 360.161 1005.819 744.269 798.258 853.113 717.313 743.548 648.876 795.203
4050859240 764.459 704.688 924.076 366.431 1188.754 820.837 883.686 782.384 845.973 884.166 903.896 872.841
4050859250 813.068 744.423 899.529 388.948 1201.039 858.077 929.01 812.462 913.928 956.076 930.124 928.031
4050783120 733.005 603.9 769.364 319.406 996.159 755.899 775.236 722.278 753.471 800.068 769.733 756.195
4050783330 696.966 511.449 875.367 394.522 1114.788 629.606 780.797 721.551 773.473 793.53 730.448 839.625
4050795650 671.795 538.752 867.351 406.937 1130.623 593.728 802.289 894.801 800.41 822.683 745.741 931.846
4050795660 760.588 666.901 862.574 360.942 1149.871 765.437 852.248 774.942 794.819 840.762 875.249 797.724
4050802670 663.972 546.763 868.011 399.252 1147.753 415.391 787.79 884.22 769.239 797.486 705.621 969.112
4050802680 703.931 639.285 815.086 350.428 1112.137 749.653 818.711 727.897 766.384 826.997 843.942 772.052
4050801390 674.225 621.094 818.242 363.626 1138 734.424 828.202 794.586 759.831 821.921 773.086 840.686
4050801220 725.334 612.639 836.407 348.512 1063.767 771.694 821.021 758.59 761.669 823.861 779.55 781.967
4050704560 596.074 526.24 726.961 314.471 814.232 707.555 743.031 782.192 680.097 706.464 547.923 700.992
4050704410 662.505 613.171 732.736 319.517 849.661 750.727 768.77 713.699 753.076 804.648 681.185 773.679
4050687420 655.992 538.981 736.352 324.883 769.987 700.394 734.068 667.204 736.627 795.386 626.296 830.589
4050687330 640.937 578.649 646.929 304.091 728.386 753.176 705.445 703.459 677.02 702.815 616.7 732.858
4050815910 706.876 630.674 778.956 333.168 1065.196 779.952 817.363 659.479 764.913 841.864 905.836 779.334
4050815730 734.475 610.412 772.376 311.588 968.814 760.342 775.037 615.988 728.522 809.605 889.013 769.339
4050680810 679.808 568.365 664.28 299.714 779.462 758.167 709.89 681.594 705.887 742.79 683.519 720.941
4050681060 717.685 597.388 702.594 299.924 862.238 782.022 744.432 706.252 774.831 840.408 737.908 782.855
4050774570 744.294 555.13 805.479 300.034 975.168 730.418 731.384 627.107 699.812 775.809 831.48 672.546
4050774560 663.267 536.559 803.501 328.346 1049.01 688.46 757.773 662.84 689.312 736.692 700.241 740.756
4050779600 657.541 526.56 650.281 299.245 808.589 688.664 669.443 685.934 651.658 704.666 654.007 665.104
4050779690 627.719 536.332 781.705 321.63 937.197 682.576 716.457 661.936 679.72 765.532 664.491 675.316
4050805770 662.625 518.36 491.561 236.403 722.655 641.022 514.718 646.663 598.13 719.295 663.703 401.968
4050805930 746.64 601.754 777.433 326.887 837.973 745.063 702.63 699.031 705.376 741.714 656.581 576.135
4050872820 558.99 425.522 336.921 194.9 427.845 507.379 389.778 455.856 464.286 508.474 500.49 166.314
4050872680 726.049 554.302 458.241 237.683 647.797 653.519 475.575 656.917 593.804 655.962 543.675 283.36
4050009890 516.985 423.383 847.512 336.408 688.334 512.622 746.494 512.611 699.366 718.092 626.302 577.875
4050010150 666.74 492.863 738.459 385.118 909.569 530.987 693.143 696.3 742.859 752.184 697.05 771.968
4050010160 544.687 431.168 379.473 338.909 803.913 592.322 711.69 613.065 778.322 769.128 711.585 623.65
4050010370 712.74 647.048 814.488 356.805 1149.989 786.91 876.146 839.917 848.341 905.681 820.577 802.981
4050010380 607.738 602.809 626.183 325.728 941.712 662.206 797.563 784.894 868.288 912.48 850.952 633.896
4050011100 784.34 683.029 819.556 344.697 1163.696 853.649 890.05 830.51 941.478 991.026 852.914 817.569
4050011110 753.396 675.851 771.949 337.379 1093.396 782.411 892.855 746.875 970.128 1012.227 911.858 735.291
4050011540 818.972 753.284 852.888 355.368 1199.552 914.728 943.816 834.163 960.411 1012.199 926.301 919.017
4050011550 584.067 634.723 0 332.481 900.701 549.747 976.318 732.01 997.04 1036.782 978.872 639.444
4050011690 918.251 688.774 623.08 378.461 1100.754 868.069 910.318 823.124 961.109 1010.505 977.671 818.229
4050012280 1013.863 817.609 974.041 396.288 1217.721 991.74 1002.731 828.37 948.013 1016.589 1013.716 964.285
4050012290 884.593 607.361 488.06 394.625 954.264 745.407 668.233 707.06 984.999 1009.284 1002.181 812.109
4050012770 997.798 772.473 995.817 421.057 1154.985 947.319 968.609 796.711 953.582 1005.551 1046.964 1045.068
4050012780 674.523 439.659 1069.871 422.378 555.01 519.494 702.343 302.132 920.452 934.293 907.5 874.79
4050012990 753.778 681.471 1162.884 431.665 906.585 684.372 1025.383 473.591 821.247 852.335 911.605 1103.483
4050978600 936.463 762.327 1022.196 412.24 1237.113 933.824 983.29 827.496 910.519 977.602 1024.294 1016.618
4050978610 900.439 735.435 984.394 392.599 1172.038 908.783 950.839 805.833 900.61 955.099 1015.585 987.074
4050972210 918.258 742.298 1007.32 416.684 1200.529 921.679 984.255 835.886 860.881 925.663 1016.076 1004.815
4050972260 965.764 808.752 892.252 407.555 1109.929 937.729 981.625 780.95 886.542 952.362 1030.372 943.957
4050960530 903.395 719.82 828.299 377.739 1082.12 852.438 886.79 719.29 832.314 898.411 983.272 917.272
4050960280 783.176 665.73 841.476 368.128 1149.856 845.489 871.767 729.906 839.593 907.429 979.908 888.355
4050925420 805.923 589.247 872.631 342.206 1003.379 734.255 756.594 713.141 751.467 804.516 767.307 655.351
4050925590 863.05 685.32 820.182 361.317 928.67 799.664 814.096 779.648 782.869 806.386 765.386 716.16
4050013000 926.596 790.341 815.536 410 1164.553 869.993 1057.454 901.647 963.389 1004.296 1008.835 932.666
4050015000 842.361 774.044 865.841 427.643 1151.976 843.382 981.759 839.726 896.58 991.308 995.166 992.158
4051022750 949.968 777.598 873.454 372.5 1111.995 932.399 923.24 828.295 900.784 975.276 1027.756 865.067
4051022740 661.609 833.142 1048.856 424.361 1197.461 634.474 1087.799 755.86 870.344 988.619 848.976 878.221
4051023270 1060.935 908.413 1028.965 404.584 1130.323 1068.23 1019.457 857.75 1002.369 1060.531 1137.521 883.533
4051023260 888.313 771.709 871.893 371.382 1008.336 949.828 908.683 822.806 873.917 893.242 887.807 876.817
4051005660 1061.853 966.301 1056.808 395.138 1251.688 1131.154 1050.509 969.788 1037.932 1094.674 1203.349 1051.399
4051005540 1000.51 846.366 991.903 392.72 1101.079 1035.053 952.429 816.779 969.75 1023.848 1075.258 928.636
4050984860 918.321 819.893 852.561 364.264 1136.61 1087.61 891.991 910.338 964.818 989.694 1017.563 959.057
4050984750 876.754 824.474 852.581 383.444 1087.046 1038.78 935.848 853.532 956.005 968.921 963.185 951.45
4050015010 848.413 772.524 787.091 425.311 1121.489 784.886 1107.425 899.297 906.27 993.565 970.207 951.315
4050015090 0 796.271 1297.594 486.407 784.089 717.389 1115.247 976.657 1019.221 1071.929 876.871 580.765
4050015100 1126.544 983.836 1124.252 403.731 1147.929 1139.018 1077.99 970.287 1027.749 1081.088 1208.629 944.811
4050015110 846.42 766.877 648.797 399.512 1211.965 842.997 1117.339 1008.152 973.713 1013.486 1005.211 873.599
4050015260 1148.422 980.054 1200.434 418.595 1172.502 1119.651 1106.624 1003.086 1051.36 1102.013 1212.476 998.579
4050015270 1182.566 1051.153 1004.982 479.691 1354.024 1122.24 1273.499 1143.562 1160.186 1180.733 1255.728 1028.724
4050016810 1331.8 1148.982 1356.581 498.499 1428.712 1406.454 1393.744 1297.558 1181.232 1228.488 1280.178 1032.677
4050016820 996.825 900.414 719.526 593.838 1262.989 895.94 1354.844 1213.489 1037.293 1041.53 805.075 1227.056
4050016830 1059.061 1011.608 1326.5 479.567 1353.187 1258.813 1329.647 1268.668 925.235 977.388 989.714 1208.792
4050016840 974.417 1084.834 943.879 527.355 1241.886 1282.524 1441.617 1160.066 1144.831 1176.693 1106.682 1300.525
4050017020 993.37 990.48 1189.202 496.714 1268.065 1187.521 1328.876 1201.308 1002.696 1048.719 1042.161 1244.704
4051144880 1189.539 1063.542 1262.283 491.329 1273.427 1219.025 1301.399 1136.563 1023.107 1046.909 1125.375 1159.647
4051144860 1266.427 1227.537 1282.249 503.475 1359.428 1396.731 1446.436 1260.131 1139.132 1168.573 1251.396 1182.494
4051128330 1313.59 1159.052 1308.864 443.624 1347.015 1298.131 1319.076 1207.253 1147.291 1189.759 1318.644 1117.491
4051128230 1231.594 1107.405 1300.357 455.229 1268.089 1255.363 1290.305 1164.034 1035.784 1084.403 1213.297 1155.121
4051108500 1142.421 815.43 1278.734 429.647 1206.847 1179.722 1094.635 1123.487 992.068 1022.425 1055.209 1136.128
4051108580 1116.285 753.039 1314.967 453.508 1175.284 1036.777 1066.266 1012.951 996.423 1043.38 949.472 1087.742
4051108670 1028.917 908.018 1187.839 429.135 1107.981 1061.641 1109.061 926.229 775.731 807.328 833.736 1058.336
4051108770 1099.085 950.966 1311.31 438.961 1190.433 1184.253 1081.702 1025.459 854.953 888.576 960.282 1077.555
4051110370 1055.318 929.111 1083.199 435.046 1125.044 1159.061 1104.655 958.573 796.91 817.451 863.152 1013.923
4051110320 1021.732 913.35 1113.715 425.655 1124.986 1102.549 1104.133 929.165 769.259 796.281 809.964 1061.953
4051100360 1139.935 942.546 1167.366 415.654 1186.46 1166.234 1153.324 1001.566 942.654 981.472 1095.684 1126.219
4051100320 1196.999 1002.425 1294.7 424.318 1258.705 1208.271 1199.981 1067.926 1068.49 1100.477 1200.701 1140.534
4051098480 941.655 895.746 1063.878 421.991 1083.818 1074.598 1085.186 894.804 744.258 764.118 743.27 990.622
4051098410 973.346 885.339 1096.309 430.481 1143.983 1084.017 1041.94 882.101 798.543 834.174 774.71 943.897
4051080170 1012.335 838.971 1203.092 418.392 1187.364 1036.575 1086.405 883.192 822.275 878.615 858.681 931.992
4051080120 1132.896 1084.589 1225.166 401.685 1274.426 1188.966 1183.785 1058.482 1023.423 1072.833 1165.275 1098.335
4051096750 1097.136 943.964 1020.994 427.098 1101.285 1153.309 1117.157 873.437 831.594 855.442 952.777 1021.523
4051096740 1070.234 905.518 980.144 418.338 1088.252 1168.406 1101.116 916.89 834.984 856.744 888.723 973.53
4051071320 1244.595 1044.705 1253.65 395.82 1171.818 1232.164 1160.739 1032.96 1149.622 1209.914 1277.36 1166.481
4051071310 1193.239 1015.441 1236.377 402.605 1256.322 1257.574 1145.181 1016.144 1076.059 1142.345 1255.644 1107.78
4051073830 1172.509 1066.042 1060.23 406.578 1216.433 1253.671 1169.719 1005.489 1001.458 1048.018 1198.064 1126.642
4051073760 1213.24 1092.86 1156.665 402.209 1292.086 1241.32 1170.208 982.369 1066.25 1159.129 1268.105 1124.192
4051043580 1153.979 1074.362 1123.053 404.214 1271.846 1247.746 1164.015 1022.776 1055.319 1109.655 1269.881 1174.816
4051043590 1129.879 1044.789 1130.714 409.207 1244.234 1226.036 1139.056 1037.976 1124.297 1185.265 1290.943 1126.554
4051022090 1136.998 1004.104 1043.989 357.751 1188.499 1181.083 1022.531 959.015 1014.635 1059.146 1146.69 1035.861
4051022100 1009.384 920.949 964.692 365.224 1159.352 1131.696 972.116 925.432 1004.996 1034.581 1067.098 953.245
4050933180 702.764 554.242 516.227 243.222 618.779 647.42 528.87 622.823 650.718 689.451 533.132 288.645
4050933190 841.873 700.932 740.635 328.021 901.203 859.287 700.286 734.125 794.684 769.95 635.795 548.472
4050730280 566.959 442.859 296.816 163.877 475.887 532.808 377.706 535.691 439.32 554.045 533.298 111.058
4050730290 652.223 527.858 351.711 212.398 540.562 579.21 441.325 632.873 539.883 575.946 493.238 201.258
4050705180 542.843 415.049 251.849 151.539 448.904 528.155 334.801 511.977 384.225 504.504 507.143 98.663
4050705050 621.252 475.661 291.71 170.169 517.648 587.942 366.908 596.014 438.129 541.815 562.044 145.168
4050017030 558.859 855.141 0 430.329 981.02 689.507 1267.37 1182.748 1205.791 1237.776 962.53 1104.52
4050017110 1041.151 1133.357 1468.116 476.528 1336.872 1221.427 1474.355 1232.787 948.893 1006.623 1051.991 1346.453
4050017120 1205.351 1109.048 1027.369 482.356 1293.585 1207.308 1249.133 1136.008 1224.008 1220.456 1216.083 1212.107
4050018230 1152.815 934.899 1271.233 459.371 1235.478 1278.846 1237.52 1050.416 943.918 967.447 1023.723 1157.404
4050018240 1005.94 535.041 1342.824 459.085 455.097 708.379 446.873 123.5 1024.956 1056.221 786.525 1045.376
4050018280 1133.019 1033.321 1025.895 416.431 1119.863 1255.774 1209.508 945.494 893.709 939.652 1083.67 1121.606
4050018290 890.586 696.468 742.889 391.123 958.831 448.727 744.025 446.721 983.168 1001.877 746.837 1237.824
4050018330 1048.508 879.643 1060.159 442.568 1117.365 1277.502 1281.473 987.513 859.345 894.996 872.872 1137.122
4050018340 270.519 756.815 506.646 307.75 59.654 176.814 669.165 148.907 983.168 1001.877 706.399 564.419
4050018350 561.588 850.617 729.086 242.373 615.574 609.604 870.195 733.905 968.154 974.648 928.393 1128.95
4050018360 1246.982 1153.752 1372.045 434.167 1243.672 1275.876 1258.716 1010.055 1063.04 1115.815 1258.563 1143.22
4050018370 1331.848 1254.921 1085.131 542.293 1348.498 1343.869 1447.754 1204.745 1362.998 1359.631 1355.254 1300.803
4050020060 1416.415 1345.852 1351.246 571.598 1410.669 1476.618 1497.593 1317.416 1424.778 1484.789 1343.54 1310.982
4050020070 1311.303 1254.563 1221.742 585.38 1372.687 1409.082 1511.779 1259.053 1391.2 1395.37 1300.489 1235.125
4050020980 1447.037 1324.262 1425.176 589.39 1492.709 1516.559 1452.02 1348.153 1455.813 1456.017 1430.17 1360.897
4050020990 1320.917 1286.947 1374.694 532.043 1394.543 1307.495 1486.658 1221.577 1446.694 1416.274 1425.687 1282.389
4050022440 1350.784 1229.601 1484.151 462.367 1381.369 1338.161 1327.375 1134.424 1233.4 1242.019 1437.863 1381.969
4050022450 1240.601 1173.044 1585.93 432.241 1359.149 1234.448 1274.024 1129.857 1359.116 1366.231 1397.686 1184.745
4050022790 1127.919 1106.608 1526.523 382.158 1253.271 1147.647 1174.217 1088.921 1188.021 1214.006 1278.223 1022.644
4050023050 1110.743 1054.705 1278.565 389.025 1244.891 1132.273 1149.98 1021.211 1000.752 1052.515 1236.796 1074.303
4050023060 1069.53 910.397 1294.009 384.184 1244.702 1137.845 1103.393 1009.486 999.328 1038.894 1265.642 1228.694
4051077730 953.731 1085.387 1086.887 354.983 1124.417 1186.093 1125.491 1003.568 1048.55 1089.918 1262.285 1323.606
4051077760 1161.99 1088.893 1158.825 357.933 1124.39 1181.652 1158.378 997.347 982.236 1019.49 1298.097 1223.26
4051062690 995.579 879.364 1071.887 347.672 981.9 999.667 951.96 813.114 897.804 935.651 985.764 735.13
4051062700 1040.041 1082.57 1088.344 349.73 1141.977 1218.359 1136.244 989.658 987.385 1012.798 1226.663 1222.741
4051046870 832.551 689.999 701.134 268.861 826.081 826.055 715.673 724.333 757.538 843.107 875.255 597.458
4051046810 1054.024 1017.643 967.384 348.574 1087.853 1151.363 1029.184 851.788 981.272 1014.919 1074.056 904.859
4050718400 536.933 422.746 282.134 157.01 396.013 516.648 353.04 479.568 403.759 482.06 361.143 69.64
4050718180 520.886 401.85 259.664 124.615 428.833 483.915 342.075 473.917 353.192 504.456 455.46 86.409
4050023070 929.671 976.599 879.114 356.296 1131.169 1012.803 1122.438 1004.739 1042.55 1070.269 1197.419 1058.89
4050023210 974.158 765.254 1394.294 283.695 1215.545 1070.451 983.079 988.73 690.789 738.913 865.375 672.104
4050023220 1040.174 993.464 1335.686 373.519 1248.104 1147.934 1104.022 1018.329 893.934 941.609 1098.465 1156.567
4050023230 823.352 879.83 1243.344 366.194 1260.868 855.106 1029.918 1002.532 773.602 805.908 822.746 983.444
4050023810 844.821 847.731 1420.69 360.13 1062.322 941.508 995.259 862.392 714.428 738.394 856.759 807.462
4051020030 823.493 841.812 1091.071 365.642 1085.961 870.639 1016.132 930.688 652.614 690.788 858.539 823.891
4051019890 920.72 914.277 1215.706 363.772 1327.108 1093.786 1045.931 1011.227 1004.313 1068.452 1098.052 963.491
4051010350 965.383 952.354 1073.845 353.795 1150.132 1082.43 1001.188 933.145 836.292 865.507 1005.563 837.029
4051010310 963.508 976.071 1066.17 373.752 1280.242 1084.59 1074.708 990.112 841.108 890.376 1075.14 1018.373
4050956240 1023.359 972.855 1062.861 359.332 1252.806 1134.887 1027.257 969.83 980.524 1020.166 1104.468 934.755
4050956110 952.47 954.049 1186.356 375.771 1417.425 1120.712 1061.861 1039.649 999.355 1056.579 1180.392 1026.315
4050903190 656.394 593.43 744.811 285.441 986.446 752.305 698.944 738.868 878.053 938.797 855.528 759.15
4050902890 662.881 769.951 1018.673 374.296 1407.198 1051.245 942.319 983.465 1087.163 1167.05 1158.338 927.432
4050023820 983.482 922.652 1401.991 388.17 1314.01 909.125 1055.183 991.6 790.016 806.783 933.936 994.511
4050024190 1142.524 1044.883 1332.829 386.329 1294.291 1136.602 1099.803 1022.816 1099.236 1154.071 1191.214 1042.322
4050025450 1017.286 840.301 1424.198 467.892 1251.303 1083.517 1129.258 1041.098 999.313 1093.469 845.393 916.848
4050975160 969.365 924.255 1384.496 405.069 1370.985 1007.076 1112.971 1060.689 910.233 988.909 1018.38 1035.704
4050975150 764.473 734.319 1249.354 430.758 1174.599 746.277 1049.614 1052.022 850.78 929.469 755.343 879.172
4050960200 587.706 736.953 1289.715 371.872 1197.687 491.19 1046.593 998.758 789.081 854.861 701.338 791.519
4050960480 682.038 778.6 1271.91 369.941 1113.454 812.219 999.568 909.504 705.846 787.667 645.62 994.298
4050956230 682.353 662.636 1164.029 326.361 1069.471 756.742 878.267 829.245 730.005 852.91 768.331 891.714
4050956220 726.603 802.808 1339.201 377.995 1154.355 842.494 1087.111 978.854 704.021 777.586 701.105 1127.443
4050900670 707.851 627.613 914.966 275.931 793.752 746.493 676.279 693.632 795.955 894.873 828.367 615.083
4050900680 772.047 841.166 1225.491 369.137 1286.744 952.026 1006.915 874.048 861.189 1003.539 884.789 939.063
4050886350 745.234 787.95 1177.009 375.722 1293.192 879.264 932.064 914.17 862.561 990.465 810.456 897.258
4050886200 669.072 534.148 643.085 236.854 513.586 639.158 599.353 613.56 681.501 788.934 820.937 513.718
4050911800 620.442 539.887 882.499 262.875 776.099 577.209 657.327 642.878 562.731 649.87 617.184 567.206
4050911950 610.623 651.392 917.1 312.07 912.992 723.017 817.654 746.382 608.101 666.116 583.423 876.804
4050884290 751.304 785.616 1056.796 363.362 1206.466 942.559 936.692 936.808 884.578 992.065 891.541 915.268
4050884570 920.288 991.999 1327.795 402 1333.735 1124.464 1065.15 983.997 951.463 1007.269 1039.5 936.303
4050901850 639.595 600.187 836.849 285.912 893.867 688.29 751.224 720.178 649.758 738.612 569.843 854.671
4050901960 581.632 631.611 825.449 310.748 851.635 717.542 836.715 746.041 533.007 573.826 489.977 1127.293
4050865930 697.86 805.463 1097.209 399.391 1357.063 992.345 985.089 917.383 950.798 1032.275 907.835 892.936
4050865800 591.099 568.299 771.121 272.529 830.299 682.526 677.47 675.227 759.904 843.516 828.93 609.353
4050839030 519.909 475.69 593.337 235.031 851.131 596.24 620.364 656.822 730.8 847.687 811.706 594.062
4050838850 446.002 512.248 666.071 253.128 968.127 681.781 680.575 700.75 823.068 943.285 850.686 720.626
4050911460 627.066 585.64 729.083 287.57 793.891 699.602 822.386 698.63 629.213 700.031 462.598 1050.304
4050911450 496.321 558.813 854.324 284.684 765.662 634.328 730.468 676.859 479.273 521.746 432.175 837.639
4050769470 466.783 394.976 496.756 143.331 555.532 390.55 541.467 506.161 537.403 703.361 815.858 420.448
4050769230 447.335 268.59 323.584 106.369 309.189 251.599 462.276 434.558 363.567 577.971 727.663 286.094
4050784170 610.471 446.736 473.434 200.549 349.083 481.655 436.455 526.335 496.627 546.422 511.156 153.288
4050783910 533.824 307.611 384.889 147.178 337.013 432.664 422.133 515.746 427.475 589.009 624.418 206.037
4050876840 426.639 493.042 703.51 234.272 651.417 561.779 669.905 584.531 420.879 462.356 376.041 686.735
4050876680 543.712 519.562 641.101 259.109 607.591 641.756 748.97 605.029 544.635 591.043 373.186 1008.257
4050786650 601.807 362.234 476.401 193.76 313.425 384.574 335.663 430.853 361.945 363.685 361.001 60.103
4050786460 569.311 379.765 379.06 174.331 322.651 485.06 359.186 474.388 438.02 491.291 387.86 88.849
4050785160 545.53 257.616 413.355 148.951 318.258 237.853 296.412 354.777 257.431 275.012 517.511 21.603
4050784890 532.314 279.286 464.81 157.334 326.079 381.476 271.807 366.762 259.94 261.56 390.737 30.001
4050025460 791.058 831.167 1054.751 410.422 1080.421 833.709 1115.265 956.272 879.058 917.05 791.127 1097.096
4050026610 639.671 727.83 1074.777 371.528 1051.111 841.506 999.21 874.205 700.831 742.259 640.29 1048.738
4050026620 754.731 757.886 1211.979 394.984 1134.97 1033.681 1132.63 977.941 792.147 811.985 754.852 1269.558
4050026660 623.547 696.656 1045.976 363.519 1012.388 822.434 939.321 781.314 656.3 692.512 590.614 974.792
4050026670 711.44 768.856 850.092 371.951 1063.584 907.96 1097.636 941.639 828.584 838.767 741.296 1173.117
4050026820 679.04 709.358 939.841 360.725 1023.988 868.095 971.408 827.063 701.538 734.223 622.53 991.784
4050026830 758.601 777.137 620.053 397.716 1056.742 929.709 989.967 869.956 843.163 851.43 733.208 1127.919
4050027010 730.321 738.558 992.586 364.636 992.394 858.084 974.63 807.217 694.611 725.264 655.68 1036.471
4050027020 615.617 903.457 250.204 291.231 1021.12 606.555 578.584 960.039 1250.118 1240.236 747.176 1138.899
4050027100 865.687 757.211 1036.75 365.398 970.157 978.804 1090.408 817.63 717.567 752.599 764.303 1151.23
4051031720 732.322 711.832 1013.026 343.64 978.024 843.994 952.8 793.438 647.904 684.072 676.849 990.55
4051031590 648.149 690.236 1081.907 330.13 999.097 807.642 897.77 846.586 576.817 619.653 575.562 1181.535
4051017990 656.226 671.531 1070.856 328.365 951.736 722.453 864.123 761.072 601.46 650.229 581.026 1121.513
4051017890 663.001 674.365 1067.106 334.974 963.538 768.046 867.509 777.087 647.425 689.82 583.388 1023.591
4051013760 626.389 690.956 1024.057 337.257 964.046 758.211 863.527 797.143 550.681 597.773 569.149 1085.251
4051013640 635.622 691.222 970.564 315.165 969.513 794.345 836.939 738.065 616.013 667.671 563.763 948.327
4051013550 617.8 660.321 1014.929 327.288 953.107 707.747 821.562 715.19 568.196 604.151 552.838 927.939
4051013620 671.93 746.891 963.603 326.987 972.427 804.013 872.425 745.466 611.153 650.272 627.143 1082.806
4050027110 982.914 827.673 790.242 365.514 943.399 1029.934 1086.815 812.196 844.172 876.014 831.226 1064.427
4050027780 988.113 917.458 965.116 391.378 951.931 1144.636 1134.434 819.311 815.295 845.873 975.543 1311.42
4051081310 780.958 779.03 920.786 335.671 941.129 1015.947 989.882 806.86 682.497 726.996 836.873 1185.098
4051081260 843.39 779.296 1039.027 344.43 938.971 920.434 970.977 763.871 729.989 770.501 803.038 980.265
4051065250 690.088 715.39 916.667 324.246 978.82 897.458 916.759 872.16 607.489 648.679 699.599 1093.957
4051065170 712.775 704.005 973.04 324.217 990.498 867.878 925.293 785.539 675.872 711.976 730.871 1086.486
4051063700 606.531 620.74 951.969 309.856 918.059 716.898 803.585 762.47 559.841 593.126 558.33 806.599
4051063690 652.069 664.316 955.096 327.733 916.509 875.509 859.537 796.089 551.375 593.076 568.886 953.475
4051063670 552.069 597.712 712.368 281.841 695.588 591.306 825.08 652.082 502.32 528.784 515.61 585.101
4051063810 600.399 618.622 871.697 306.876 815.298 698.74 847.601 701.341 552.742 588.248 540.994 645.612
4050027790 887.275 869.912 1002.563 359.495 962.833 1054.036 1145.656 911.573 753.082 785.167 783.326 1307.716
4050027940 749.079 780.419 939.939 341.474 930.162 1043.468 996.703 867.112 644.501 680.569 656.853 1082.277
4051092490 594.587 635.777 815.166 309.549 808.421 869.991 786.003 762.893 550.942 585.156 558.556 876.522
4051092530 623.51 642.814 714.841 305.791 791.769 847.218 832.32 755.553 545.272 578.111 583.779 937.247
4051101510 689.047 723.335 693.152 295.676 631.087 772.787 820.308 709.35 549.832 567.143 672.698 749.155
4051101500 564.831 620.648 744.863 290.853 783.368 776.017 781.478 695.95 512.16 548.085 530.687 839.429
4051096410 669.897 682.634 736.761 286.791 643.386 647.943 817.543 668.159 595.212 617.482 640.682 619.826
4051096370 546.646 599.676 734.654 289.226 696.881 580.507 821.401 648.48 510.077 534.744 512.472 543.577
4051083880 551.018 638.096 626.969 259.821 605.954 535.733 814.482 631.341 479.408 496.526 536.157 595.61
4051083890 491.842 609.548 588.291 253.135 559.037 438.703 821.746 617.496 453.286 479.632 455.216 473.143
4050027950 784.442 704.65 1152.303 336.007 865.432 986.262 1042.837 870.874 740.873 764.022 692.423 1047.946
4050028040 764.009 704.001 808.856 291.387 806.06 949.308 928.2 780.161 552.177 579.543 619.146 1003.533
4050028050 745.656 659.448 794.851 301.897 752.596 819.682 871.873 778.929 520.396 551.384 537.836 920.844
4050028200 675.376 633.838 637.731 270.096 669.109 797.066 868.356 734.251 505.159 525.008 543.501 855.529
4050028210 939.78 696.759 885.539 332.847 882.589 936.879 1003.217 855.971 757.399 778.246 578.39 1195.321
4050028550 997.387 787.609 893.156 343.561 1021.113 1064.97 1074.55 936.796 672.635 694.518 634.28 1031.339
4050028560 1080.985 825.743 1145.335 382.486 1048.545 1008.383 1152.191 930.295 795.642 820.494 637.499 1115.406
4050028670 963.721 719.416 852.663 338.98 1011.183 1049.527 934.435 915.329 686.489 704.498 673.721 976.013
4050028680 1017.648 840.731 704.251 372.878 1084.006 1087.271 1220.726 971.653 738.578 767.712 715.822 1122.109
4050028760 989.844 889.35 933.529 370.145 967.559 1053.413 1083.869 952.904 712.337 715.691 822.7 914.638
4050028770 971.653 860.02 732.238 379.272 984.13 935.205 1190.458 906.043 782.965 793.677 745.36 940.43
4050029530 1329.703 1207.129 1492.305 518.056 1413.355 1278.973 1403.221 1222.861 1365.797 1370.137 1439.39 1383.725
4050029810 1390.776 1190.154 1568.609 495.096 1372.19 1300.729 1314.203 1081.46 1256.8 1298.286 1410.004 1363.637
4050029820 980.102 872.54 1323.566 348.485 978.218 959.558 1029.892 786.655 937.409 952.565 1028.629 1139.086
4050031520 517.087 568.492 782.602 282.178 704.297 565.752 799.415 633.325 500.892 523.418 503.244 656.478
4050031530 501.142 441.244 1041.861 270.885 636.813 552.511 870.913 295.796 470.841 487.707 514.411 925.107
4050031610 554.089 579.367 908.483 282.088 825.262 617.759 767.096 687.346 506.786 537.079 509.319 747.041
4050031620 480.301 517.38 799.86 257.424 603.252 562.809 791.682 551.964 450.013 477.024 483.313 864.401
4050031730 431.304 518.896 789.366 244.145 685.927 577.725 667.224 571.914 416.243 452.913 435.768 750.654
4050031740 475.901 578.915 719.007 294.69 753.106 743.861 836.386 621.55 479.456 507.706 439.531 1111.349
4050031750 589.084 578.915 719.007 256.496 648.438 782.099 836.386 615.929 454.435 486.386 499.45 1144.483
4050031820 426.342 524.358 655.073 228.559 622.064 630.702 703.624 517.918 383.992 420.938 427.405 837.505
