HydroSHEDS_ID AVHRR-NTSG BESS CSIRO-PMLv2.0 ERA5-Land FLDAS FluxCom-RS FluxCom-RSM GLDASv2.1 GLEAMv3.3a GLEAMv3.3b MOD16A3 SSEBOpv4.0
1051438860 808.01 880.102 587.034 341.59 705.872 991.377 864.819 693.3 665.147 679.869 580.101 1012.075
1051347100 1196.46 938.79 792.055 411.777 957.597 991.682 814.907 662.823 942.081 950.593 817.339 934.728
1051347090 904.832 899.982 618.018 330.995 809.883 1065.383 902.538 768.147 636.596 667.856 792.534 662.571
1051451560 720.389 845.962 598.184 297.846 702.644 969.801 773.546 679.967 654.76 663.478 508.361 704.912
1051451550 966.968 880.038 663.689 432.417 738.719 867.887 793.688 459.752 934.025 929.277 590.139 1155.59
1051453310 979.546 852.925 634.884 462.715 732.147 751.051 830.337 459.529 950.245 953.559 550.886 1179.004
1051453390 646.722 828.374 608.747 334.397 667.671 959.709 790.663 684.022 661.559 673.824 485.095 760.267
1051457490 827.86 809.231 612.194 378.399 678.391 900.08 797.577 631.886 745.658 754.806 519.215 999.684
1051457550 648.958 824.716 604.661 320.305 655.043 982.964 798.04 648.133 630.692 638.239 488.253 772.017
1051387160 827.894 927.556 809.489 334.8 862.962 1125.901 883.706 779.073 703.85 721.926 696.308 783.634
1051387100 895.887 982.747 792.658 354.328 842.287 1174.63 894.003 771.078 726.615 732.343 714.535 842.813
1051478700 659.36 759.367 558.355 285.6 638.814 952.62 762.189 652.339 589.625 601.201 449.337 682.874
1051478770 680.71 743.09 539.369 255.484 602.114 986.32 734.145 592.098 592.837 594.451 457.608 700.85
1051376970 1108.145 997.487 833.453 348.85 859.68 1229.783 943.568 739.18 789.804 792.866 813.743 1022.67
1051376870 787.327 1018.829 796.441 373.089 811.127 1142.557 895.237 788.257 733.33 728.833 674.026 715.344
1051369690 792.031 948.246 747.043 329.882 848.96 1099.559 831.158 740.808 683.809 690.524 744.843 592.609
1051369590 965.882 998.706 811.254 357.894 828.168 1215.47 907.944 766.561 758.342 760.867 786.889 783.209
1051473950 648.452 765.008 533.946 268.079 590.021 1013.303 792.868 623.852 560.375 572.789 378.229 643.571
1051473880 776.567 846.064 632.911 314.568 798.761 1119.578 817.135 714.096 670.775 682.614 470.353 732.824
1051413460 1109.87 993.258 808.589 326.847 877.522 1280.155 952.594 736.481 790.239 818.395 678.039 972.313
1051413580 986.894 918.955 764.373 336.972 843.961 1227.411 895.103 732.306 728.139 747.891 648.255 871.337
1051412570 1059.517 966.245 814.191 339.429 824.542 1257.731 936.415 738.532 781.47 803.511 688.88 1000.879
1051412560 1242.046 993.301 881.039 323.531 1003.577 1340.91 982.815 878.933 877.352 901.087 734.354 1139.288
1051409070 981.916 901.349 792.627 337.549 845.49 1163.2 894.116 758.634 718.111 741.477 635.594 939.565
1051409000 1045.417 928.182 821.084 344.295 832.578 1199.112 917.855 775.919 759.159 780.75 658.764 977.023
1051487890 715.474 778.223 547.814 294.535 669.081 1086.846 805.353 661.33 601.946 614.408 410.685 605.017
1051487960 637.144 724.255 504.836 274.065 582.204 1047.899 794.211 599.045 537.319 547.231 339.224 507.058
1051400740 1238.77 994.116 866.227 323.344 1025.037 1336.482 987.806 872.047 857.128 884.768 722.394 1175.327
1051400750 1102.862 944.314 905.902 337.171 898.799 1259.664 948.19 825.717 791.751 823.903 720.255 985.569
1051466490 716.877 803.37 598.684 314.427 696.307 1082.57 794.797 660.613 645.288 644.403 386.036 524.038
1051466350 754.884 844.388 642.196 325.717 786.94 1100.046 811.781 700.26 688.638 689.211 414.842 659.279
1051423960 1000.832 905.75 732.499 347.131 909.219 1173.962 883.662 739.991 751.91 756.304 523.859 887.411
1051423970 1019.252 937.687 738.376 323.175 869.371 1249.472 898.271 727.968 743.899 763.192 585.779 947.645
1051408100 954.205 890.913 810.9 360.347 873.539 1040.359 895.713 748.914 731.932 741.81 563.406 1021.781
1051408090 1198.221 993.066 845.067 365.007 1004.483 1263.242 921.341 835.356 902.817 911.63 656.184 1024.099
1051405290 1153.079 1010.376 867.266 375.472 1008.265 1203.846 940.882 863.983 849.888 863.391 646.665 1056.823
1051405300 1260.515 1019.057 872.689 345.261 1006.642 1353.502 986.226 851.726 922.09 939.891 759.798 1159.956
1051428730 1142.891 990.697 710.779 328.543 864.991 1366.492 902.944 739.538 836.16 835.665 602.504 1017.954
1051428790 952.152 971.878 693.025 321.235 808.962 1305.987 868.814 729.542 780.144 779.122 532.126 871.082
1051419860 1264.918 1002.911 744.658 346.447 899.307 1392.88 935.452 778.87 897.861 895.075 679.315 1169.711
1051419980 1207.82 1013.496 797.19 339.837 887.771 1373.875 923.837 777.458 882.446 879.828 654.222 1169.355
1051377550 1178.439 979.829 881.886 392.266 1053.619 1136.817 912.318 853.103 845.148 855.009 581.673 934.964
1051377560 1196.379 985.113 929.23 386.491 1114.222 1096.039 949.188 920.926 872.109 892.404 607.327 955.246
1050011670 1205.362 985.559 1015.152 348.763 1077.02 1228.835 1146.672 826.385 947.814 968.654 1142.755 1181.598
1050011960 1049.258 899.322 889.398 332.379 951.015 1123.81 1001.14 768.224 807.288 818.763 951.342 905.11
1050011970 1068.732 926.656 950.45 330.693 908.955 1130.805 1048.893 774.877 870.049 872.947 935.567 936.336
1050012020 1088.852 965.045 752.953 346.692 922.235 1169.541 993.764 732.173 774.689 753.776 967.569 914.222
1050012030 932.866 901.234 848.217 273.651 832.798 1003.728 988.572 698.876 749.683 747.454 759.865 767.905
1050012210 705.054 778.479 603.209 271.501 618.415 864.251 792.732 604.277 590.054 574.903 560.156 583.356
1050012220 1051.849 847.184 693.78 246.223 770.13 1064.805 991.002 626.46 767.508 749.822 861.218 857.997
1050012540 981.804 843.768 631.726 237.484 721.37 1089.225 974.974 631.584 701.01 680.2 806.509 905.206
1050012550 788.421 783.536 797.304 296.883 734.515 945.246 997.647 653.726 934.306 937.384 730.93 837.16
1050012590 938.438 731.609 790.86 266.227 770.888 1027.668 1007.178 694.252 940.453 957.086 783.288 878.058
1051584690 742.3 781.369 585.946 197.232 590.984 874.896 873.197 576.183 540.893 519.08 546.613 783.963
1051584780 739.157 691.879 631.921 230.063 616.547 827.799 905.393 611.508 657.895 644.197 558.236 687.171
1051576130 691.111 639.695 531.664 231.868 565.156 741.563 733.663 574.187 563.352 550.362 457.75 591.791
1051576090 601.73 598.996 419.987 198.132 427.398 682.062 691.93 486.089 479.448 469.351 416.872 549.803
1051548260 459.228 532.106 273.807 142.237 279.278 449.043 638.999 434.346 348.832 340.838 243.424 320.598
1051548220 515.013 562.927 378.025 202.314 430.493 695.592 673.177 473.383 445.942 445.784 337.386 552.67
1051548760 464.108 539.28 293.28 140.356 289.652 512.384 629.158 428.002 320.68 314.336 248.207 422.183
1051548750 485.564 546.431 340.215 162.96 372.66 622.175 655.34 446.358 385.481 385.681 302.77 503.103
1051552540 523.725 581.111 390.517 167.105 400.56 662.22 646.52 457.793 433.685 436.287 299.868 628.615
1051552590 602.539 601.831 427.405 189.451 410.351 677.207 669.738 479.813 486.695 481.649 324.633 582.311
1051569210 583.525 582.529 411.403 170.284 447.859 708.482 636.568 471.845 460.454 458.39 289.983 768.154
1051569100 447.333 532.375 358.179 157.736 374.381 623.859 622.507 440.363 383.601 385.959 226.619 527.805
1051571680 504.283 579.748 412.094 160.429 411.605 641.173 640.461 457.273 458.082 454.124 250.426 678.521
1051571670 497.891 517.668 407.252 177.442 387.754 653 654.484 456.122 420.034 410.604 240.701 587.201
1051577000 625.312 544.748 514.602 233.897 492.896 693.515 704.341 489.832 569.701 560.331 335.426 713.313
1051576990 602.495 537.687 463.781 207.109 458.937 663.495 664.673 492.657 530.986 513.532 288.251 675.226
1050012600 1087.612 816.012 0 274.015 684.356 768.782 1050.044 726.445 1044.799 1057.069 775.638 892.253
1050012680 835.851 704.565 618.654 270.957 737.398 916.263 860.486 671.531 658.202 644.531 670.909 736.435
1050012690 844.296 735.724 715.519 281.464 650.786 929.854 897.88 714.298 677.367 668.763 717.174 721.579
1050012810 930.581 686.232 690.087 329.108 740.152 937.09 833.769 753.792 702.602 694.463 702.686 685.273
1050012820 916.536 711.495 566.029 322.164 701.531 877.209 879.215 762.842 792.361 778.643 786.083 725.456
1050013070 890.917 631.247 667.369 336.821 708.329 838.258 764.483 808.417 725.12 717.101 572.866 643.174
1050013080 924.365 613.306 516.267 373.062 737.91 869.258 779.001 856.259 760.067 750.001 725.542 687.535
1050013950 856.334 522.378 573.391 321.365 581.223 634.203 648.477 701.324 599.134 586.86 475.956 621.939
1050013960 862.508 637.156 337.333 313.498 558.392 821.656 777.975 714.006 671.894 648.293 743.157 784.104
1050014220 752.256 433.78 416.071 223.254 415.335 436.131 582.833 549.931 459.542 451.299 316.393 510.483
1050014230 989.026 478.226 415.868 229.702 438.179 652.872 635.38 519.87 635.539 627.576 607.935 740.873
1050014370 681.158 347.09 298.731 182.338 314.248 367.877 544.298 478.387 352.995 345.602 288.205 449.028
1050014380 906.143 522.105 198.081 221.437 390.778 593.596 679.012 490.885 546.892 534.269 636.309 751.417
1050014490 631.699 372.613 320.549 140.607 285.323 287.681 516.234 403.678 333.113 325.625 226.57 294.983
1050014500 926.681 581.053 289.101 247.334 519.517 720.263 339.59 492.403 558.069 542.245 695.004 695.261
1050014920 598.493 332.115 263.469 123.612 249.195 274.118 528.534 369.186 254.28 248.758 217.322 252.594
1050014930 694.791 477.425 455.185 181.681 403.036 480.267 590.639 432.484 484.686 489.329 374.953 565.053
1050015030 672.115 504.82 404.34 204.166 344.031 493.071 595.998 420.498 563.298 574.136 448.638 456.455
1050015390 580.061 463.242 433.862 195.414 376.411 469.985 597.017 399.887 394.644 389.885 342.104 416.289
1050015400 528.63 375.233 230.926 139.21 193.016 331.451 492.582 299.909 456.113 462.596 254.822 368.1
1050015560 533.226 284.378 211.959 93.662 180.418 228.625 469.031 251.998 226.117 223.158 163.601 247.914
1050015570 594.451 307.727 160.712 79.428 128.66 256.65 421.19 181.236 414.305 428.913 240.918 297.01
1050015630 583.105 303.118 152.74 72.326 164.501 246.761 394.856 165.584 222.394 220.109 180.944 253.776
1050015640 595.445 309.732 148.604 74.858 136.213 246.904 342.512 130.453 300.867 310.947 218.074 133.777
1050015720 589.552 241.458 141.984 59.852 146.673 224.146 366.318 119.796 163.501 164.581 141.917 130.949
1050015730 538.96 218.806 66.514 48.255 81.606 215.842 312.757 79.64 271.207 273.714 188.596 35.678
1050015850 288.831 111.568 83.41 45.536 74.39 99.86 300.98 79.266 58.665 58.587 117.769 27.204
1051620260 345.353 167.986 108.96 53.573 97.934 131.193 384.644 143.339 135.748 130.61 69.366 115.069
1051620200 370.603 199.499 145.613 74.779 116.061 143.612 395.966 169.769 160.543 159.392 50.073 84.734
1051624310 430.487 276.459 182.53 92.819 169.105 197.518 475.749 222.683 227.846 223.024 51.889 164.758
1051624330 418.871 223.645 110.886 63.463 114.011 197.745 423.541 187.434 195.65 189.424 60.221 125.085
1051626200 458.976 212.651 158.052 87.776 147.303 166.874 389.054 222.635 191.84 184.859 88.298 134.712
1051626210 510.736 299.436 236.349 131.714 230.501 219.902 425.277 303.831 276.601 268.619 87.956 308.761
1051609270 492.75 322.747 301.21 152.035 288.791 315.057 550.626 331.845 349.154 326.572 95.792 358.81
1051609210 422.822 281.992 191.386 92.79 143.813 212.913 515.514 233.529 206.481 204.631 51.98 163.841
1051608780 438.702 272.244 184.256 93.05 174.108 222.981 514.09 234.931 205.77 208.409 49.427 148.193
1051608790 450.378 399.926 293.041 149.177 347.009 449.824 630.191 378.452 352.82 342.981 118.197 401.518
1051604190 431.871 293.256 201.159 104.72 225.546 281.883 573.916 282.808 266.834 261.046 48.927 205.763
1051604130 478.452 304.721 212.541 112.308 213.409 280.894 470.147 263.52 257.141 260.54 73.041 205.732
1051601200 442.959 355.587 251.571 117.323 271.036 369.572 624.663 313.885 293.918 299.048 71.827 278.756
1051601190 500.158 348.285 255.225 136.823 270.005 381.501 528.232 318.398 309.889 315.721 96.272 261.72
1051629430 754.333 436.987 483.657 278.485 513.687 448.641 564.031 589.187 540.254 528.261 246.23 497.1
1051629370 558.26 341.993 332.558 185.609 310.268 301.032 474.383 381.391 365.938 342.387 118.061 464.371
1051628750 569.428 359.709 357.999 184.681 356.539 324.455 499.373 398.603 394.424 368.869 119.721 486.844
1051628760 617.153 400.418 407.364 202.082 417.645 389.382 539.831 494.054 436.474 419.342 161.438 469.346
1051623250 570.33 396.173 412.746 197.977 429.223 479.983 578.823 461.449 469.71 451.525 176.284 564.126
1051623270 574.872 423.058 398.627 198.991 411.187 436.184 552.583 455.603 441.043 421.324 155.274 550.124
1051616230 638.783 487.537 511.653 253.671 500.68 661.63 625.351 544.599 564.753 553.405 292.396 637.744
1051616280 628.041 493.47 484.492 243.283 488.72 571.27 620.504 566.772 533.026 517.259 235.534 622.399
1051608870 806.952 599.418 582.254 315.777 650.409 837.025 683.943 702.962 633.654 629.067 458.523 619.049
1051608860 808.236 577.843 602.596 314.901 650.732 772.019 668.476 692.036 650.18 638.116 402.37 633.705
1050015860 93.4 34.091 17.484 28.33 34.641 0 171.985 57.104 196.856 208.774 84.939 22.911
1050016760 212.547 142.382 102.995 83.977 124.596 132.799 343.483 176.072 155.001 162.881 79.889 106.944
1050016770 70.333 NA 18.471 26.598 55.825 0 0 74.149 76.564 81.856 46.306 4.198
1050016850 344.939 264.812 195.514 121.301 217.365 320.912 462.577 268.617 250.556 259.15 124.458 261.933
1050016860 154.818 154.373 139.761 77.969 131.581 134.146 295.587 184.505 183.921 191.085 112.911 104.33
