HydroSHEDS_ID AI
1050000010 70.4055649241147
1050001370 44.130114017438
1050001380 27.6962593516209
1050001510 14.3165588305775
1050001520 20.0093279119828
1050002290 10.7785928143713
1050002300 13.5629012429996
1050002760 3.41498605021921
1050002770 3.283353861868
1050003990 5.68987525384392
1050005720 11.9451774500811
1050005730 17.9131756756757
1050005860 7.63461407220364
1050005870 25.6620689655172
1050005880 10.5187279151943
1050005890 20.1073674219955
1050006520 36.8867097851033
1050006530 33.0052473763118
1050006850 13.5387744724129
1050006860 14.7867618926157
1050007000 8.23813967957692
1050007010 14.5639583333333
1050007060 9.66646541314473
1050007070 7.90352406214475
1050007260 6.05501877038587
1050007270 4.81064443232292
1050008100 3.73788777372263
1051144990 3.25459781529295
1051145090 3.14606280506242
1051139500 2.73167666381034
1051139430 3.2008085262771
1051131830 3.3700885553276
1051131990 3.00818739054291
1051132520 3.95288919492741
1051132340 4.06703458204613
1051115400 3.74068160705992
1051115240 3.238256725173
1051137860 4.20335461334618
1051137960 4.2871436024921
1051118600 2.08155265615713
1051118440 3.42181853459775
1051046600 3.56548447310368
1051046480 3.60550876394264
1051038680 4.8546963562753
1051038740 2.50899431447479
1051035420 2.9702239266508
1051035300 2.32257025813492
1051014470 2.95001316702976
1051014460 3.63440650406504
1050992050 1.52937475422729
1050991900 1.78211601767938
1050982500 2.89103006860985
1050982060 2.70849091583241
1050929730 1.82076767572051
1050929860 2.66974371190916
1050918220 2.13342868818962
1050918230 2.01826753987023
1050901700 1.506748634456
1050901710 1.64473606291379
1050008110 2.80543308754163
1050008470 2.0756954591236
1050008480 1.81708482020313
1050008570 1.87609957716414
1050008580 1.71888437507424
1050009010 1.86562380971144
1050009020 1.60695987211542
1050009130 1.79600059692583
1050009140 1.41036964980545
1050009170 1.24138439519452
1050009180 1.40831461663804
1050009450 1.49420439547828
1051299640 1.3748304779829
1051299770 1.45988279698053
1051299560 1.06059774954413
1051299550 1.58412929275387
1051285320 2.4634046120215
1051285400 2.96030303649098
1051289610 1.71837609454412
1051289620 1.66519490945151
1050009460 1.48870930126444
1050010030 1.49164252064731
1051358080 1.3178577715191
1051357890 1.49799902983265
1051355140 1.2537524585073
1051355040 1.40364489879053
1051363390 1.1494593952112
1051363500 1.26921783734332
1051360960 1.21140401758456
1051360840 1.17898338453722
1050010040 1.54234342689048
1050010590 1.41406665653264
1050010600 1.55448529335852
1050011120 1.37788992329975
1050011130 1.42144779582367
1050011180 1.28907743068946
1050011190 1.13330438558402
1050011420 0.896093977983224
1050011430 1.27591081766271
1050011500 1.31960190928261
1050011510 1.14430428134557
1050011530 1.34741463063582
1050011660 1.52293559148063
1051472390 1.42750012382981
1051472430 1.81939514055268
1051447780 2.16691244239631
1051447890 1.79475994042991
1051443690 1.54559277118902
1051443680 1.94084475895621
1051430860 1.67672340939273
1051430830 1.41764752428241
1051398950 1.56118672905147
1051398880 1.29410201250862
1051431950 1.69507910832533
1051431940 1.78201175702155
1051382440 1.5196518601072
1051382340 1.18161527165932
1051431680 1.76556506528394
1051431480 1.64491740021705
1051378410 1.28416142103138
1051378400 1.50867132567313
1051418940 1.54203729045501
1051418880 1.58822464539762
1051438780 1.72331924045065
1051438860 1.84379538486364
1051347100 1.07345818035973
1051347090 1.47752480417755
1051451560 1.70584405896952
1051451550 1.87827733080928
1051453310 1.80778620917189
1051453390 1.83348022474386
1051457490 1.83753864840989
1051457550 1.76994237835828
1051387160 1.49940261580266
1051387100 1.56935621299222
1051478700 1.92939269310438
1051478770 2.09222580645161
1051376970 1.45562696837761
1051376870 1.55902914063246
1051369690 1.56034912994776
1051369590 1.5029525575396
1051473950 2.1956644966247
1051473880 1.75612869610525
1051413460 1.55403407197601
1051413580 1.56542780778072
1051412570 1.50079956520376
1051412560 1.36862238121381
1051409070 1.5460812733885
1051409000 1.52089342279706
1051487890 2.14431951392673
1051487960 2.30144976462424
1051400740 1.38737122145446
1051400750 1.31924112794284
1051466490 1.90655525654559
1051466350 1.85650266842298
1051423960 1.50240660807999
1051423970 1.66743239010128
1051408100 1.43073469387755
1051408090 1.34437645264381
1051405290 1.34424343269844
1051405300 1.34968533161207
1051428730 1.62560161465611
1051428790 1.70614615497721
1051419860 1.44729473933275
1051419980 1.53327575801719
1051377550 1.26916606788114
1051377560 1.17428857869978
1050011670 1.30061839911062
1050011960 1.35477701149425
1050011970 1.39398881640261
1050012020 1.51719251944231
1050012030 1.688902871525
1050012210 1.91477121081818
1050012220 1.64199413353199
1050012540 1.76499799032764
1050012550 1.69905167820991
1050012590 1.55638956456378
1051584690 2.3644786683502
1051584780 1.83188429797687
1051576130 1.87933593025413
1051576090 2.30335889976197
1051548260 3.16915325402379
1051548220 2.52153574200224
1051548760 3.16282578875171
1051548750 2.79925544100802
1051552540 2.48224536109999
1051552590 2.34397149386111
1051569210 2.17409583045381
1051569100 2.57954517456328
1051571680 2.35659978880676
1051571670 2.15733514556296
1051577000 1.90381042355535
1051576990 1.99414584107108
1050012600 1.45019607843137
1050012680 1.70941017916601
1050012690 1.69903690759306
1050012810 1.53522940505537
1050012820 1.41081343621331
1050013070 1.46389298402494
1050013080 1.40282558139535
1050013950 1.90662570340298
1050013960 1.64646873776446
1050014220 2.42002690912056
1050014230 2.03325100996058
1050014370 3.19835638953568
1050014380 2.60870406189555
1050014490 3.25356857371246
1050014500 2.21293783223859
1050014920 4.39577942194846
1050014930 2.36222231770721
1050015030 2.91551465063862
1050015390 2.79264664968862
1050015400 4.63138426518708
1050015560 4.78497525865947
1050015570 8.19719101123595
1050015630 5.68998487467589
1050015640 11.3433688218289
1050015720 7.05208550936564
1050015730 19.1332866152768
1050015850 16.839448806281
1051620260 6.77987468860874
1051620200 4.65179012345679
1051624310 3.27149837877335
1051624330 4.02383258015924
1051626200 4.49188279548604
1051626210 3.26200575125809
1051609270 2.36672824991602
1051609210 3.40285714285714
1051608780 3.44034271725826
1051608790 2.44470575215118
1051604190 2.78202247191011
1051604130 3.4041176709932
