"P_Mean" "P_SD" "ET_Mean" "ET_SD"
566.857714285714 112.43852614016 425.06325 126.471337241459
663.455714285714 82.2950273805862 543.487625 119.322243123326
623.645857142857 77.4005465730671 510.686375 123.725404928977
740.13 61.6921928772191 645.74275 122.44073486706
741.799 55.0458944820895 635.633125 123.8992614557
63.8154285714286 19.8752273685707 82.306875 81.1299562543903
210.678 46.4320546282415 136.92975 41.5230670789485
110.869571428571 44.6066362434154 42.5325714285714 34.9978355895387
345.23 89.8789035925561 252.78425 68.8219758398435
205.667142857143 46.3805758208777 146.918125 30.758258702513
432.549 145.093822163454 305.504875 79.1668289056859
74.583 20.2565759034772 199.122857142857 222.42197220256
344.602285714286 132.508215661916 229.5015 76.5856805713146
250.878142857143 77.6647916764273 184.871125 55.9485542043186
86.447 21.4876399898484 67.878 65.4015394344812
502.254 152.4086036854 380.159625 121.872855013432
866.295714285714 248.693683553158 717.4975 231.971184661248
881.906857142857 234.763266317673 736.039 195.242618051051
1128.80785714286 314.555267973387 877.5255 198.886836973764
1118.40785714286 314.804384908803 867.900875 202.093318341119
1060.778 305.507372170187 748.450875 175.045040869435
1140.56942857143 339.471010531512 753.513625 156.477194456972
1248.25342857143 365.426162392558 844.366625 175.411012435641
1352.27214285714 347.018188369346 930.344125 168.771277216438
125.861571428571 38.1265502454529 168.622625 132.762165285938
433.727 122.565341887501 303.73425 101.795324969484
171.062571428571 60.0961342291309 135.7495 83.1067438625084
590.088571428571 165.47734686945 419.18875 123.040905305918
603.446714285714 165.132860421252 531.323375 131.681269216824
1100.71742857143 319.27949701521 801.04375 208.43423545758
767.853142857143 223.739998857624 651.1255 172.049179088837
1479.79328571429 419.588624996641 931.988625 169.401947224377
1248.93228571429 339.195898416492 947.426375 163.284932064813
1415.86457142857 345.814198943044 982.38525 154.83095173654
637.106428571429 121.81149263631 635.339625 144.800242925938
1245.10371428571 323.672941145695 961.4365 160.436027610473
670.422 185.405730058881 706.62725 142.780024813147
820.361428571429 260.674312604737 838.12675 216.214542236409
1244.58085714286 346.559568909602 1020.758125 162.695772509339
1317.61857142857 400.447188244533 1048.416125 130.616682109399
1467.92328571429 383.507807029494 1090.77875 169.127196197545
1330.85771428571 318.879025473985 1077.502 184.078400904149
1425.98285714286 351.350715845971 1031.7625 172.471037338364
1440.34442857143 317.510357100813 966.765875 171.869153320972
1412.539 356.920210162813 1093.772125 199.905581739007
1373.53342857143 321.444432724568 978.267875 179.452180234686
1333.75657142857 415.304036921088 1014.96375 155.691449810882
1183.34628571429 258.255138414007 977.522125 94.0417200083293
1464.87457142857 386.123078964405 980.396625 61.0541111051441
1611.97542857143 476.291289499699 1003.209625 94.4480649441609
1664.15514285714 428.07472577983 996.14925 59.3211545445636
1768.26557142857 555.873559126191 1038.995 82.7425146808719
1921.56742857143 575.211027689507 1062.3075 80.4250922376131
1734.39228571429 530.145655407302 1095.281125 122.877136088321
1928.47571428571 557.626244159626 1132.11725 101.45687195447
1970.52785714286 593.338872032228 1090.753 124.147045885112
2102.33314285714 596.002228860605 1143.259375 121.565490682345
1856.33028571429 536.275180934725 1260.188375 103.65544094318
1873.28585714286 568.285690005015 1211.9815 126.74145373273
2382.76342857143 918.815597291944 1295.2265 116.664754191536
1945.16157142857 672.258014524398 1152.536625 170.452502165716
1802.84271428571 546.84657417223 1146.8605 145.305845321417
2029.28085714286 663.426595129516 1184.73275 205.49188194584
2351.39385714286 892.994143031638 1298.466375 93.570309726258
2038.558 565.986722388432 1290.35275 107.065348072701
2107.42271428571 713.960003732869 1307.135875 116.613132516316
2152.86442857143 678.905529215186 1327.553 99.0767310897396
2195.10014285714 745.128755276435 1313.436 105.867297972509
2312.82971428571 924.872080872758 1293.435875 130.887569865392
2197.60728571429 789.571139758944 1292.5705 151.758515906969
2366.91657142857 912.779829912058 1309.16275 149.34733685296
2666.28528571429 1077.1417821718 1334.141875 127.369952097297
2359.25642857143 960.607901605863 1329.64025 141.417631726286
2709.77471428571 1141.20779292463 1353.125625 140.610209957413
2114.10728571429 844.117317667932 1164.394875 184.287441453707
2206.09371428571 882.155465389881 1289.49625 137.874001284558
1737.22885714286 542.002976787468 1089.613875 184.334126268762
1961.62885714286 717.374525431086 1167.756 176.869664969111
2006.81442857143 574.891522319605 1315.14425 80.2281003883837
1862.70128571429 474.467642262257 1206.574125 117.148028751707
1793.62542857143 357.060203245362 1247.559125 78.2820062675188
1909.25242857143 464.219796570855 1293.7355 78.3746884377494
1954.70371428571 666.535652955067 1152.69175 258.830202519915
1939.113 562.599565389985 1207.66675 187.326975376327
1962.08242857143 702.583134873698 1112.180875 274.144011470738
2097.34871428571 796.058219305539 1172.287 245.703717263002
2358.00357142857 896.160353208966 1348.784875 103.713764952857
2461.90871428571 1055.68505062269 1331.452625 143.598027621689
2546.84928571429 995.496623525952 1277.846375 112.006387002754
2168.39528571429 868.511266603513 1174.46625 162.670637067445
1837.07942857143 643.237952875362 1091.9485 274.230410463277
2096.993 778.584572346725 1271.853125 211.288008075259
2057.32842857143 777.037685554538 1183.209875 242.341750103584
2237.62228571429 844.518779191976 1292.904125 165.350090153708
1530.983 529.42189883652 1063.787625 207.709816324147
1617.52771428571 575.751399114153 1089.983375 201.068102889073
1649.48657142857 551.385538110996 1049.571125 192.268515020336
1465.82771428571 418.7918615831 1048.6375 147.000945951281
1470.43157142857 531.235002665128 1063.4895 226.723627444139
1581.201 569.417983991256 1070.831375 219.467566762275
1469.01614285714 437.681926452467 1023.374 185.017737260898
1502.52371428571 464.727067956994 1044.126875 194.591866340398
1355.63342857143 347.967869684763 1063.541 207.864467492643
1297.48728571429 282.635862796234 1011.68 178.745975654998
1199.77728571429 237.077667620912 974.307375 155.698844946571
1341.21514285714 310.434039905113 1019.126 173.279408875624
1303.16128571429 237.23698244492 990.41025 173.640953713403
1412.24914285714 261.625424414007 1016.54175 158.71193137771
1052.90885714286 153.341265238062 948.411125 165.547775691523
997.356714285714 132.089788965328 905.6815 175.234607306075
1408.60414285714 233.847285613516 1002.654 138.874783714375
1231.214 181.813280607697 924.196625 176.53698247671
1341.07557142857 279.512967553599 1004.7795 87.0035485433948
1813.75257142857 400.973895242927 1051.55725 44.3894513490697
1849.85385714286 293.547893847227 1083.036625 65.9855942891813
2171.18585714286 318.66687130368 1136.195875 113.806627131209
1982.06114285714 278.330891499925 1146.634125 99.8088006460889
2226.20685714286 386.568220101545 1121.998875 72.1019852004041
1912.32814285714 328.885038431075 1190.25425 74.1500084476442
1831.65742857143 305.86257550511 1169.438375 75.6743905821655
2225.44857142857 549.41585241444 1169.899875 95.5742391658181
1918.18085714286 433.900368726289 1182.30125 73.820040619546
1927.87942857143 489.545375804551 1239.95075 88.3745355126205
1806.57557142857 352.217506458181 1216.9735 75.945640704388
2189.43442857143 333.080233884599 1139.130625 127.58341313368
2436.99057142857 383.564021892416 1138.044625 102.32541691226
2617.232 395.466037232866 1161.389125 132.609895506048
2072.45828571429 316.05795158099 1203.725875 89.3801576532789
2138.87028571429 267.559077409529 1207.604875 89.557049810143
1782.13957142857 275.958476842596 1202.5205 75.6595139688328
2050.14485714286 281.583212977637 1207.4665 94.6795524493013
1802.63385714286 291.693720429739 1223.8815 71.4425435857375
2578.45428571429 407.273353496442 1067.006 288.442290229531
1832.35528571429 298.431863597994 1214.756125 66.6938184037161
1815.37328571429 311.711385886963 1179.821375 83.6612534586224
1693.31957142857 331.56528489417 1229.473 86.1283463227161
1878.95414285714 358.117660184205 1224.90475 105.784422196074
1884.15442857143 460.69549954493 1143.5235 137.968862968632
1986.30514285714 439.820180890414 1073.6825 124.808937687056
1981.20785714286 476.166883136374 1095.73375 113.548904499653
1878.716 464.0032860972 1059.347875 139.205850689276
1923.37428571429 482.265326473479 1012.52025 140.361250515284
2581.59085714286 452.8519033766 1162.087875 77.9997776616566
2544.01014285714 551.138064294066 1104.06725 83.1924149577352
3678.20842857143 976.439938566774 924.178875 401.217660084697
2738.93528571429 529.849056166853 1035.033625 96.6118509396345
1797.46342857143 373.182143154813 1039.005625 93.3835454945089
1472.60071428571 361.826035796539 1008.862875 110.09998717716
1562.66642857143 414.588660235603 927.4495 108.057292117257
1603.68042857143 445.2936091026 972.154875 122.53354187258
1785.12657142857 570.977613540396 923.280375 115.601409415453
1552.88428571429 458.358499476743 959.689375 116.027296128279
1673.21257142857 578.147709249363 823.676625 128.370146991244
2515.74257142857 637.146977353174 1074.93275 83.6411954921565
1425.63028571429 384.721630842663 863.073 93.4626201766552
1366.45742857143 371.348217843602 910.079125 137.617782507969
1399.877 392.677968791647 921.390125 97.705534865062
1417.61485714286 426.531410559812 786.32425 112.22683324124
1403.31685714286 364.963749928414 887.54425 119.443435698062
1252.019 378.730797319591 792.4565 95.5505782998124
2332.33085714286 620.428664719383 1076.009125 98.4846266834684
1331.73842857143 429.999689054483 766.845375 113.387928825827
2153.55428571429 595.190065722907 1043.432375 124.262365081695
1394.92985714286 519.90793514571 722.947125 177.06077653929
1220.161 392.962063053165 693.008875 199.976242142794
1205.64171428571 391.421658950513 724.666625 206.810544903119
1358.33785714286 394.183613870672 799.6755 173.446386673231
1147.79328571429 382.152711192665 693.627625 250.422266858508
657.361142857143 293.338383597867 301.344125 124.650049575874
1555.71142857143 514.743081985844 815.268375 157.255100847488
1280.165 493.81217058817 658.48825 148.568664447261
954.820571428571 392.700830392067 518.055125 189.554811885592
1238.04342857143 502.627298268428 648.904 195.964301444348
1393.51657142857 407.079686108612 828.174875 173.928623345027
1136.59371428571 374.078322810751 686.61675 253.073115468774
1078.61242857143 408.484350247292 669.762125 241.797152435931
1363.77428571429 430.80051774718 788.46825 159.513804924975
903.391142857143 339.417522652867 492.502375 159.594580568512
740.504285714286 303.94736634858 343.905375 136.516243931354
1117.299 482.81557561385 561.283625 177.313019021598
785.498 337.353751312081 417.86375 200.781817903877
299.911 123.18890794088 105.2135 67.6555099097099
279.838285714286 111.674927578089 106.13775 57.4438025744665
794.987428571429 345.789760260411 449.157625 249.81784855824
1046.70485714286 473.779569443931 508.4455 165.647628681229
471.656714285714 233.907360609362 203.853625 86.5865264839373
711.255571428571 345.068977257136 312.20375 122.76810508056
543.985857142857 240.439529173434 223.2225 115.527714975362
909.271142857143 407.247790987022 449.85575 188.017556454368
460.493 201.651078893717 183.102875 114.280730749748
669.550428571429 308.838233674663 293.5115 151.609398439354
440.457 220.115995666679 169.454375 90.7888257833804
215.662142857143 95.9803091358302 61.232375 53.8338941929909
180.042 72.0266121143197 64.80325 40.9193596401159
72.2232857142857 34.8560999764952 20.3528571428571 20.5768355959525
242.839 100.739801267093 88.086375 72.7405558895792
177.459 63.5114520775584 37.396375 43.1961936813138
131.991714285714 46.8048988095416 34.8805 23.549163776479
61.6588571428571 33.5042673721253 13.63775 9.8461993936747
766.678857142857 349.560777585448 430.298625 224.864425340463
691.994 308.451186159712 372.018 156.418153805752
940.976571428571 409.034082526895 491.3205 197.667638033428
844.019142857143 393.268914654434 522.079125 304.991025658338
991.283714285714 390.542574424229 581.467875 217.17117633427
954.191285714286 404.903814579757 478.749875 179.989116470522
1051.86528571429 442.467227859388 541.730375 194.832200709033
1128.069 441.931615244938 603.378375 186.995451151654
1117.457 423.09604072598 618.860375 206.288845148833
1190.75028571429 470.341117497969 635.565375 194.305750011924
1143.50371428571 425.171652511749 660.752625 231.359788200072
1358.93942857143 484.799865907867 746.641 191.710212831018
1143.327 424.63453243191 638.025375 191.066237842824
1288.39457142857 438.276989507342 723.358875 217.963062626569
1433.301 422.462408226263 859.506875 180.338955673902
1447.22685714286 426.564031022084 861.537625 170.295886624208
1468.71971428571 419.654455939929 826.956125 186.040144774061
1692.66514285714 435.326115948503 1015.863125 143.522237141584
1575.05585714286 428.668771298396 928.911 150.122689676525
1904.65371428571 512.794190910842 1093.781375 144.383139917906
2462.90257142857 470.394569292581 1098.91375 98.7977517120564
1788.65142857143 439.796534699421 1146.846 80.9545313829224
1937.03871428571 434.957022542731 1179.428875 70.020387101467
1647.89271428571 408.656151361066 1040.477625 115.450553974959
1571.77614285714 326.082859075945 848.35 498.326860670498
1437.83757142857 368.313477356295 982.191 125.252720766571
1392.30942857143 369.257251005699 1033.282625 135.562516121253
1475.19271428571 428.74727352708 1028.06575 103.123716414176
1265.75957142857 395.868108504949 968.77925 202.004195271675
1594.03514285714 667.47258057452 1126.031 117.587255499905
1642.507 672.572215784546 983.485 99.5459168051178
1471.42028571429 518.142665798946 821.24025 119.51803081992
1369.88357142857 462.005558284334 855.429125 93.4666547085682
1411.79371428571 521.733852645744 913.972 78.6798935016346
1345.65771428571 458.973609822582 878.90925 86.8571768705878
1343.04242857143 438.01140646101 824.77125 98.662400982557
1362.889 498.094303773225 757.444875 85.1099518798016
1297.67657142857 431.393239551749 776.245125 94.6092965674206
1304.98371428571 446.028106850796 777.1995 132.652762631293
1278.01185714286 427.17979656831 734.77175 123.277074391389
1215.06985714286 446.635008558229 680.304625 179.00854895542
1098.752 444.0104527163 570.031875 174.094523090547
1344.80185714286 445.211673746481 773.305 143.169273072123
1190.12828571429 433.626717693423 656.157375 180.603025337686
939.153428571429 387.721283697391 477.791375 178.563544622826
1245.19257142857 439.273579230854 701.03725 182.579692862948
1625.18671428571 565.681364643181 1176.797125 112.270494040621
1378.927 439.5546973165 993.705125 128.393881413449
1478.284 390.721386146617 1104.5475 254.070659142576
1342.53414285714 372.959939857008 1055.0895 126.279451889168
1470.13271428571 350.227869462019 1203.29075 92.2130282765324
1601.63357142857 421.152910706178 1176.9265 96.0409844062122
1577.09814285714 385.337733915081 1113.3435 306.758051143615
1968.18357142857 503.685812519358 1290.211875 74.4183189341317
2073.35471428571 459.279146977708 1264.751875 61.3280138329656
2137.57985714286 483.375382281524 1288.50775 68.4573364152552
2309.71128571429 447.299178832138 1303.732375 81.2311683916209
2509.713 590.282823953061 1294.16 91.8142844224143
2347.66914285714 476.86430551623 1151.985875 101.746796758898
2174.21914285714 712.853387749643 987.7675 180.672128969262
1432.17528571429 379.614842884958 891.058375 210.242140677932
1247.07328571429 430.138117098339 732.577125 182.899666365733
765.952571428571 316.098677144157 519.708375 128.917999479112
460.963857142857 231.173414620157 352.153875 144.850922219499
401.439714285714 218.028186406952 233.6965 133.377264048798
665.985857142857 296.548419723451 419.78425 157.60298605923
451.310857142857 265.960317068436 203.557 131.661430309498
473.509285714286 252.518341797657 285.108 155.456783282594
625.101285714286 314.978927991865 337.290375 184.699810950431
510.659714285714 292.110304655458 206.81525 131.933403257369
648.517714285714 340.752677540331 293.682375 140.976374283006
776.163857142857 367.896029634474 388.82625 149.953661849967
839.084428571429 394.72383418151 468.36325 169.401655863681
1371.54714285714 453.361084118913 752.068625 161.45145143261
509.922428571429 278.644238495288 213.94875 86.1834732959698
1034.90314285714 433.807334130575 554.668625 167.759170749481
984.450428571429 433.726470707387 506.2805 164.591412654835
1176.25571428571 474.963555052987 625.81875 162.33774575579
1156.82657142857 484.261390209137 616.778625 154.417434865865
1544.98385714286 480.734061494998 867.81025 131.279053354459
638.675428571429 324.409721365774 338.078375 144.578761250881
868.607714285714 403.970600169829 476.907375 160.869280491014
1420.10942857143 471.165741426821 796.215375 183.499515013713
1231.56928571429 499.667876503221 647.800375 156.150015108126
1321.23028571429 502.082633493636 728.1975 205.598366497819
