HydroSHEDS_ID CERES ERA5-Land FluxCom-RS FluxCom-RSM
8050194580 424.479 915.54 487.58 506.894
8050196780 608.869 1167.222 577.188 590.399
8050196880 418.553 939.812 502.55 521.893
8050170630 575.854 1162.028 548.406 589.794
8050170460 409.356 1058.715 147.553 132.43
8050155650 540.084 1130.389 471.25 560.461
8050155550 292.782 1024.927 0 0
8050155560 432.465 1013.647 191.736 278.973
8050155470 365.052 947.104 351.286 461.533
8050231560 617.54 1226.458 583.388 621.839
8050231700 615.764 1062.904 554.03 575.816
8050243400 721.799 1242.603 631.03 682.66
8050243490 585.165 1061.048 558.152 592.508
8050150960 501.749 987.88 501.751 555.787
8050150880 416.215 930.666 439.644 471.694
8050252610 701.394 1262.07 629.501 694.606
8050252760 740.324 1271.768 655.428 724.069
8050270520 747.674 1297.848 673.787 742.982
8050270510 418.536 1001.662 532.115 587.02
8050269310 706.632 1268.429 447.519 705.264
8050269450 727.215 1298.939 621.194 731.377
8050286860 593.466 1241.939 644.051 703.703
8050286910 767.551 1341.851 675.233 762.346
8050272020 632.747 1234.528 295.632 481.085
8050272130 795.41 1373.221 704.553 780.262
8050271080 713.444 1317.048 649.633 734.147
8050271000 533.181 1226.864 116.507 0
8050298780 768.528 1336.192 690.672 772.697
8050298770 648.115 1218.71 634.45 714.359
8050266590 748.884 1307.247 640.681 771.99
8050266430 533.181 1215.619 0 0
8050264770 752.579 1319.481 659.035 708.284
8050264670 533.181 1219.53 0 0
8050262400 553.695 1204.921 0 0
8050262310 547.47 1078.378 490.874 547.798
8050258570 652.886 1179.417 595.669 662.497
8050258460 600.666 1186.591 73.484 0
8050252880 600.666 1171.893 374.741 644.075
8050252780 627.121 1084.493 553.515 596.985
8050246160 567.624 1064.58 443.598 596.442
8050246110 389.565 899.933 457.573 542.186
8050297770 573.551 1114.225 592.209 671.378
8050297840 604.778 1165.685 609.423 704.066
8050307300 758.488 1366.417 704.845 730.555
8050307380 819.908 1372.516 707.685 781.522
8050311240 761.989 1293.695 359.404 754.612
8050311330 813.009 1367.615 646.74 772.79
8050311100 810.968 1393.143 724.42 807.588
8050311060 710.193 1246.053 586.032 695.339
8050327990 875.479 1462.043 723.815 811.242
8050328000 850.358 1389.102 720.947 800.386
8050315230 862.474 1434.962 723.513 807.102
8050315160 814.028 1408.712 706.833 772.753
8050331970 784.91 1399.189 662.35 725.213
8050331980 785.606 1464.199 721.436 789.823
8050338740 873.908 1473.772 691.686 807.04
8050338780 787.334 1489.034 742.231 820.701
8050332620 726.776 1398.157 710.777 801.768
8050332600 786.425 1416.084 724.404 807.824
8050333190 569.701 1235.781 629.315 764.341
8050333260 726.741 1398.964 717.83 856.039
8050009570 309.729 799.508 377.63 524.92
8050009890 383.605 707.906 338.22 513.174
8050009900 362.56 905.687 456.991 512.146
8050010040 442.238 918.937 466.717 518.921
8050010050 274.051 829.714 425.853 496.32
8050010200 322.553 834.194 436.651 471.3
8050010210 290.183 722.973 308.465 452.873
8050010430 238.281 789.572 239.774 297.842
8050010440 238.405 748.102 187.911 164.444
8050010700 262.407 780.263 340.808 390.268
8050011270 331.45 822.627 443.228 484.375
8050011280 285.522 747.853 412.139 462.832
8050011800 310.499 777.946 433.287 472.212
8050011810 306.014 738.318 404.46 438.184
8050012600 295.242 754.143 435.735 459.633
8050012610 249.568 718.631 286.914 357.272
8050013480 242.611 686.423 295.565 422.789
8050129330 205.52 662.321 40.549 4.429
8050129410 240.599 689.416 254.216 293.744
8050156310 267.708 728.29 391.617 434.109
8050156300 285.759 748.144 401.054 435.804
8050159820 296.459 752.601 426.646 448.774
8050160010 307.305 766.804 448.009 468.44
8050177260 345.641 792.877 469.775 495.933
8050177370 337.364 804.704 476.701 503.899
8050013490 130.302 666.803 97.493 95.924
8050014730 197.804 653.656 12.675 1.069
8050014740 181.108 696.59 135.699 5.378
8050014810 181.823 655.864 7.066 4.219
8050014820 142.235 651.347 66.891 56.927
8050016080 139.764 669.165 31.603 44.973
8050016090 177.849 694.4 212.729 306.953
8050016570 145.018 683.507 133.753 169.413
8050016580 282.907 671.3 141.101 66.889
8050016860 255.126 732.669 236.248 267.011
8050018080 246.54 732.581 238.815 231.086
8050018090 309.272 820.247 463.223 496.874
8050018120 314.819 819.692 448.452 504.786
8050201110 427.725 889.079 464.439 559.517
8050201080 310.62 784.824 399.696 471.948
8050190480 374.966 849.746 483.822 522.231
8050190630 345.527 824.266 389.034 443.533
8050226940 423.827 885.028 478.622 558.595
8050227070 435.092 870.118 439.923 550.754
8050261050 642.57 1084.481 553.759 600.994
8050261040 513.823 1042.535 548.519 594.721
8050018140 358.359 795.227 443.401 493.879
8050018730 319.572 848.428 464.724 527.102
8050018740 352.836 866.047 504.004 570.319
8050018970 454.958 906.897 515.792 599.727
8050018980 434.766 888.668 534.948 583.815
8050019080 507.831 778.12 379.855 453.991
8050019790 420.279 528.946 293.159 154.197
8050020760 248.478 646.999 397.706 464.704
8050022650 137.205 605.385 332.997 415.278
8050022890 163.418 665.531 160.139 209.53
8050024130 180.235 623.356 197.455 319.751
8050024230 183.267 735.71 223.111 286.808
8050024240 203.83 769.705 246.04 310.071
8050025160 155.364 730.449 123.359 181.541
8050025170 155.364 744.005 114.632 133.428
8050025650 141.36 697.779 44.459 38.685
8050025660 159.89 658.251 50.641 77.436
8050026850 149.288 684.038 74.29 103.342
8050026860 98.513 659.543 142.871 311.584
8050028930 67.848 630.162 32.173 34.928
8050030130 42.835 580.801 8.713 14.75
8050030970 289.288 753.677 196.425 320.172
8050032840 84.968 673.679 10.252 37.137
8050033310 24.575 650.281 0 0
8050033320 81.955 638.221 15.025 2.061
8050034090 98.455 690.075 41.306 1.053
8050034100 127.779 718.727 84.77 63.967
8050034170 125.046 691.972 78.598 4.003
8050034180 88.457 645.241 64.658 162.191
8050035010 77.446 666.324 3.178 1.454
8050035020 88.782 429.784 65.873 340.086
8050038870 258.067 630.766 296.682 429.134
8050039130 197.203 616.53 32.465 47.395
8050039140 295.573 637.006 221.762 333.314
8050041980 230.153 633.88 130.364 148.399
8050041990 218.401 701.8 236.021 350.588
8050042220 163.121 619.782 245.756 358.413
8050042230 147.871 614.731 205.475 268.718
8050042910 79.269 652.687 146.556 234.632
8050042920 124.811 671.538 84.986 134.442
8050043200 69.629 379.396 17.212 32.172
8050043890 186.791 771.312 219.645 329.089
8050044560 35.337 534.825 13.379 88.559
8050047650 17.779 661.313 0 148.531
8050047690 2.585 361.375 0 112.262
8050047730 16.475 547.301 8.327 24.393
8050048550 10.494 590.422 0 0
8050048860 96.252 484.636 1.165 30.327
8050049370 8.908 233.891 0 0
8050049390 39.408 519.049 0.961 0
8050049610 10.879 613.613 0 0
8050049710 5.244 487.7 0.224 20.205
8050051550 76.858 391.138 13.66 104.785
8050053140 98.362 398.114 13.102 66.606
8050056830 45.998 266.156 0 0
8050056840 43.421 258.592 0 0
8050056990 5.252 285.51 0 0
8050057000 36.28 491.16 0 0
8050057510 251.891 517.825 0 0
8050057520 145.847 382.454 0 0
8050057550 251.891 605.259 0 0
8050057560 29.366 300.286 0 30.052
4050000010 458.318 1058.748 545.221 678.204
4050000080 465.606 1183.933 680.252 684.091
4050000090 563.794 1215.101 621.371 694.892
4050000160 605.881 1304.327 702.268 758.347
4050000170 661.985 1110.986 681.614 741.998
4050000240 591.291 1193.192 701.052 737.472
4050000250 432.47 1227.871 670.88 763.308
4050000370 621.446 1230.879 724.21 771.028
4050000380 642.298 1159.231 624.193 626.526
4050000880 666.537 1264.82 661.838 768.728
4050098950 713.982 1303.845 716.303 798.672
4050098940 723.765 1307.326 733.348 786.285
4050128810 807.705 1358.346 724.702 820.357
4050128730 763.696 1349.385 743.984 836.653
4050150570 870.138 1434.428 742.509 819.629
4050150580 875.364 1418.247 798.905 908.959
4050165380 751.732 1429.485 772.228 846.533
4050165470 870.138 1437.95 710.149 827.436
4050169390 862.834 1520.159 762.004 847.17
4050169400 868.555 1478.3 749.359 812.029
4050183970 892.593 1519.107 812.938 877.549
4050183770 874.741 1467.006 845.695 973.65
4050195690 884.936 1537.813 791.333 837.953
4050195810 948.975 1533.396 854.165 952.742
4050186730 890.051 1480.95 741.062 796.233
4050186800 877.285 1563.724 834.76 900.295
4050185230 881.551 1550.238 789.395 850.36
4050185380 881.551 1547.588 809.748 890.854
4050236600 933.106 1506.318 784.141 874.279
4050236610 966.996 1553.918 894.111 1003.752
4050240510 968.596 1594.714 819.317 927.02
4050240390 891.631 1594.465 847.321 901.074
4050225210 935.277 1615.26 906.421 956.573
4050225200 905.417 1613.432 828.977 882.538
4050154410 869.175 1544.415 734.592 805.011
4050154300 865.282 1538.417 794.562 921.526
4050150480 801.292 1426.882 765.254 834.422
4050150470 896.282 1562.421 785.83 823.468
4050148980 807.413 1579.062 776.766 865.676
4050148900 873.068 1554.034 711.821 757.29
4050136250 830.339 1553.356 721.578 797.774
4050136170 836.664 1548.308 698.682 763.397
4050124280 836.664 1517.667 704.771 786.003
4050124220 865.284 1540.762 713.105 790.601
4050251820 893.074 1726.243 786.483 852.743
4050251620 889.077 1647.299 742.36 817.353
4050255230 853.901 1703.177 773.403 821.027
4050255430 971.059 1656.603 903.345 938.428
4050114800 805.908 1536.68 775.272 850.69
4050114730 799.444 1519.264 737.291 833.303
4050113950 757.268 1445.556 736.349 798.036
4050113890 810.552 1503.314 707.464 796.067
4050245080 852.469 1709.423 779.245 820.499
4050244900 848.569 1619.705 775.115 827.293
4050094650 653.492 1457.284 724.124 785.031
4050094550 767.564 1474.711 704.703 787.479
4050089990 671.851 1362.281 716.114 784.216
4050090000 666.992 1365.021 686.271 751.219
4050094870 805.818 1501.464 766.639 862.912
4050094810 815.979 1485.653 751.295 848.139
4050092770 730.85 1471.405 746.388 805.894
4050092730 645.72 1444.332 736.02 805.07
4050094220 822.798 1512.25 759.625 863.625
4050094160 758.014 1470.421 744.987 808.537
4050095270 803.139 1532.929 769.436 821.135
4050095320 809.675 1572.598 765.769 848.967
4050099870 814.622 1586.447 740.781 785.349
4050099810 783.481 1541.499 748.274 773.23
4050110480 787.971 1593.701 726.219 789.73
4050110370 806.463 1530.851 791.74 875.685
4050111700 750.496 1552.188 754.493 783.905
4050111760 784.975 1605.129 739.468 818.498
4050114350 770.544 1594.814 679.96 730.643
4050114260 804.981 1587.46 763.856 825.019
4050136400 762.672 1589.215 672.543 754.623
4050136410 866.018 1573.372 763.08 804.515
4050118450 772.226 1628.185 731.578 776.155
4050118460 774.921 1600.279 730.809 796.802
4050146480 729.945 1621.103 669.353 745.808
4050146590 784.757 1573.366 733.274 788.233
4050151740 791.765 1623.061 709.93 773.489
4050151730 724.285 1664.559 689.522 767.364
4050000890 802.214 1291.439 714.716 835.924
4050001240 742.432 1332.939 771.575 846.474
4050001250 793.698 1408.491 800.849 915.547
4050001560 870.541 1458.575 847.952 917.62
4050001570 934.634 1531.768 906.663 984.712
4050002470 905.141 1641.087 943.139 969.624
4050002480 956.033 1487.328 860.767 959.236
4050002770 984.618 1661.228 973.758 1003.163
4050002780 974.255 1537.754 931.488 953.023
4050003020 1113.645 1718.097 985.351 950.145
4050005050 1062.967 1824.693 1029.306 1024.745
4050005060 1075.935 1762.336 950.72 956.107
4050005710 992.541 1692.806 1007.691 994.829
4050005720 1071.425 1736.091 855.449 784.762
4050006520 1011.698 1790.536 933.688 939.637
4050006530 1091.201 1915.957 674.666 442.731
4050006570 946.078 1772.515 879.152 902.401
4050348030 913.828 1714.952 848.964 879.035
4050348020 874.084 1724.877 819.812 862.888
4050327320 844.267 1751.214 841.17 867.91
4050327110 843.442 1757.805 802.557 821.217
4050332450 853.541 1780.468 880.131 898.487
4050332620 919.364 1756.665 890.407 908.266
4050332910 804.038 1769.96 830.367 795.609
4050333000 893.176 1817.029 887.422 855.999
4050006580 1001.399 1846.082 909.199 845.158
4050006940 1031.306 1799.599 940.265 854.109
4050007080 983.445 1890.525 962.067 808.588
4050007090 1046.062 1677.078 791.413 722.787
4050007380 1047.784 1917.799 973.486 791.83
4050007400 1069.989 676.677 0 352.049
4050007410 1069.989 1648.965 376.142 532.516
4050483160 1029.412 1907.598 867.564 793.371
4050483080 998.054 1916.194 897.462 771.553
4050486110 1027.096 1934.086 980.385 781.077
4050486260 1025.878 1921.936 948.398 793.371
4050486970 1052.362 1936.393 991.347 839.397
4050486980 1004.352 1899.902 991.17 841.37
4050567380 1052.024 1980.771 1039.106 860.332
4050567390 1026.09 1931.669 1039.543 858.433
4050007420 1031.226 1847.144 903.709 800.736
4050007660 1000.629 1916.982 982.277 862.001
4050007670 1084.895 1885.943 671.451 839.415
4050007850 1029.154 1907.349 1046.354 896.309
4050627250 1092.381 1890.109 1008.6 870.847
4050627620 1050.317 1883.311 1001.525 958.515
4050625630 1227.501 1869.59 1062.551 895.091
4050625500 1079.896 1968.317 1043.051 888.788
4050603740 1087.942 1987.203 971.544 846.146
4050603570 1085.555 1989.327 1004.323 910.567
4050629690 1226.798 1857.925 1043.715 843.536
4050629590 1152.98 1893.072 1034.664 889.019
4050631880 1050.024 1885.694 946.911 786.729
4050631960 1112.464 1805.167 1048.305 874.083
4050548370 1015.946 1949.579 872.034 825.365
4050548260 932.082 1903.749 839.642 781.496
4050625230 935.341 1776.462 925.439 777.978
4050625490 1055.161 1817.792 959.033 806.272
4050448990 964.024 1916.893 773.408 788.229
4050448840 1089.105 1924.254 857.184 808.933
4050431380 917.665 1934.004 648.174 826.227
4050431060 764.224 1930.86 699.943 831.964
4050534090 909.888 1945.256 641.806 890.064
4050534180 871.388 1882.586 858.578 809.147
4050563950 1033.969 1956.53 855.017 738.665
4050564070 996.323 1862.244 872.348 766.327
4050578830 1096.956 2000.162 883.639 840.383
4050578640 938.985 1921.809 885.378 728.64
4050585650 1151.113 1846.275 1049.71 861.652
4050585760 1212.068 2001.006 909.092 849.058
4050589340 1027.859 1991.107 944.72 811.836
4050589480 1021.361 1882.682 1045.838 876.249
4050603550 923.259 1686.699 941.264 779.079
4050603560 959.539 1875.91 1075.206 828.036
4050646320 1141.066 1742.195 1138.187 853.36
4050646500 1042.328 1619.257 995.557 793.652
4050007860 1056.002 1885.269 659.344 863.407
4050007940 983.181 1880.89 941.874 815.032
4050007950 935.025 1775.192 866.403 922.224
4050008060 1064.185 1887.391 985.795 935.038
4050008070 1101.031 1811.536 932.415 908.94
4050009170 1019.118 1887.345 1012.881 912.03
4050009180 1158.152 1739.258 935.53 887.761
4050009280 1119.897 1823.802 1076.139 969.865
4050009290 1117.825 1678.415 976.471 915.662
4050009880 1126.012 1808.766 1017.188 914.148
4050694350 1144.302 1793.046 1072.73 1014.978
4050694190 1076.444 1896.137 943.715 958.922
4050668010 1082.142 1850.913 1029.703 957.233
4050667920 1063.425 1878.178 1002.578 957.2
4050670370 1066.505 1840.092 1062.739 943.481
4050670500 1066.856 1822.164 1034.301 944.141
4050675920 1038.006 1855.848 1059.721 908.245
4050676030 1078.843 1812.39 1051.512 931.989
4050689020 1043.597 1848.268 1054.503 884.41
4050689150 1045.414 1803.97 1087.217 950.005
4050773130 1128.141 1799.134 1101.794 996.627
4050773260 1174.207 1880.34 650.034 1009.265
4050783970 1216.775 1805.1 1182.78 1125.149
4050783960 1158.514 1816.33 1004.303 1024.94
4050791820 1207.903 1816.008 1017.717 934.565
4050791810 1148.128 1761.959 1197.447 1112.698
4050817390 1211.414 1759.442 1189.276 1089.486
4050817380 1165.173 1739.702 1170.466 1108.86
4050748310 1113.599 1765.843 1058.919 997.047
4050748300 1145.695 1798.807 864.515 887.665
4050744670 1104.305 1785.754 1116.518 992.494
4050744360 1080.85 1805.301 1119.709 956.537
4050859240 1141.51 1750.031 1227.749 1138.27
4050859250 1228.199 1793.645 1269.393 1196.946
4050783120 1023.918 1629.838 1129.872 961.618
4050783330 1120.533 1741.786 939.546 927.369
4050795650 1119.575 1697.513 849.917 915.43
4050795660 1138.046 1680.225 1167.74 1086.356
4050802670 1118.615 1708.389 640.732 922.765
4050802680 1105.67 1610.701 1127.981 1032.958
4050801390 1078.461 1639.736 1080.742 1011.836
4050801220 1093.916 1626.843 1118.796 971.087
4050704560 1027.584 1813.341 1064.995 896.833
4050704410 1219.091 1774.963 1143.797 1024.429
4050687420 1136.642 1791.986 1134.407 985.573
4050687330 1039.559 1808.602 1181.508 978.157
4050815910 1064.033 1513.779 1131.18 1051.174
4050815730 1003.846 1471.722 1092.293 982.115
4050680810 1061.846 1680.646 1151.867 949.589
4050681060 1163.527 1708.078 1181.171 998.224
4050774570 993.048 1440.921 1069.199 940.897
4050774560 999.261 1491.008 1001.953 797.113
4050779600 1071.286 1586.195 1056.82 875.03
4050779690 1117.892 1473.821 1007.851 825.425
4050805770 1183.528 1608.532 1087.541 895.217
4050805930 1208.912 1872.752 1290.443 1155.614
4050872820 1055.119 1912.112 1018.018 943.958
4050872680 1136.174 1907.664 1194.799 991.288
4050009890 1146.186 1681.278 854.922 886.622
4050010150 1127.218 1837.182 873.093 866.305
4050010160 1162.421 1688.813 912.535 848.664
4050010370 1202.712 1775.503 1206.669 1155.919
4050010380 1232.61 1609.138 1008.355 1057.812
4050011100 1201.029 1791.113 1271.867 1220.953
4050011110 1241.609 1672.543 1138.892 1200.238
4050011540 1250.93 1803.597 1304.038 1232.234
4050011550 1382.54 1433.169 805.439 1236.302
4050011690 1298.568 1789.031 1207.33 1159.575
4050012280 1306 1825.857 1376.75 1293.375
4050012290 1400.742 1733.784 1037.955 817.308
4050012770 1308.877 1823.329 1297.279 1220.398
4050012780 1334.345 1803.143 793.183 857.456
4050012990 1317.469 1820.778 1071.636 1203.981
4050978600 1239.249 1705.758 1293.168 1221.242
4050978610 1244.98 1724.618 1266.682 1199.39
4050972210 1262.494 1674.207 1235.677 1163.259
4050972260 1309.786 1696.919 1305.152 1202.749
4050960530 1194.444 1608.466 1212.376 1109.11
4050960280 1147.959 1559.011 1178.307 1090.244
4050925420 1201.925 1676.069 1196.872 1076.492
4050925590 1228.848 1911.392 1317.963 1217.131
4050013000 1388.77 1695.994 1164.797 1230.447
4050015000 1509.181 1689.345 1199.421 1086.82
4051022750 1284.122 1694.458 1290.631 1216.325
4051022740 1509.181 1674.327 1088.09 1146.741
4051023270 1438.407 1835.918 1449.843 1307.005
4051023260 1313.844 1978.853 1415.823 1325.489
4051005660 1413.611 1862.092 1506.507 1442.401
4051005540 1333.725 1833.302 1415.623 1312.598
4050984860 1378.839 2020.261 1518.784 1393.356
4050984750 1401.677 2000.444 1503.886 1422.542
4050015010 1521.47 1688.539 1123.352 1194.993
4050015090 1584.442 1881.282 1167.146 1227.864
4050015100 1461.891 1867.285 1497.346 1390.49
4050015110 1584.442 1637.822 1185.135 1228.514
4050015260 1493.829 1891.165 1481.17 1430.97
4050015270 1715.661 2070.908 1520.622 1577.011
4050016810 1903.799 2261.547 1784.152 1736.969
4050016820 1960.731 2494.283 1397.401 1635.911
4050016830 1960.731 2284.002 1612.634 1628.846
4050016840 1943.181 2291.663 1595.276 1661.607
4050017020 1864.964 2245.26 1535.104 1614.921
4051144880 1902.356 2290.987 1625.5 1686.25
4051144860 1956.742 2335.022 1849.423 1799.79
4051128330 1790.871 2194.992 1755.8 1708.927
4051128230 1763.285 2214.437 1740.48 1687.118
4051108500 1737.516 2206.276 1659.124 1454.026
4051108580 1786.12 2248.492 1450.532 1433.583
4051108670 1774.256 2211.377 1485.315 1477.436
4051108770 1788.434 2228.102 1570.899 1492.576
4051110370 1725.421 2224.696 1528.99 1493.373
4051110320 1721.625 2209.769 1479.413 1452.016
4051100360 1643.497 2142.802 1622.819 1531.613
4051100320 1629.609 2092.599 1636.371 1553.119
4051098480 1704.775 2208.28 1449.511 1457.907
4051098410 1682.318 2197.393 1433.016 1443.032
4051080170 1691.404 2161.705 1542.938 1513.473
4051080120 1640.427 2140.276 1629.151 1557.966
4051096750 1597.675 2192.7 1547.363 1540.655
4051096740 1673.944 2216.657 1536.629 1509.587
4051071320 1571.215 1996.006 1607.889 1552.827
4051071310 1640.192 2062.125 1657.173 1564.542
4051073830 1607.984 2099.481 1658.345 1576.243
4051073760 1738.154 2040.231 1622.683 1595.482
4051043580 1636.848 2099.66 1649.939 1576.928
4051043590 1523.425 1987.277 1601.717 1521.767
4051022090 1495.837 2103.247 1625.026 1531.689
4051022100 1426.654 2076.081 1569.085 1449.296
4050933180 1148.321 2043.134 1187.215 1074.377
4050933190 1208.449 2149.233 1384.648 1240.571
4050730280 991.193 1740.491 1022.682 896.942
4050730290 1117.82 2089.713 1105.823 949.988
4050705180 968.046 1624.319 1010.049 832.16
4050705050 1121.291 1678.756 1042.753 838.643
4050017030 2004.796 2010.927 1152.199 1566.019
4050017110 1885.292 2198.34 1603.704 1629.66
4050017120 1758.577 2051.046 1554.894 1533.809
4050018230 1725.376 2210.154 1606.146 1527.722
4050018240 2027.328 2353.75 993.146 533.475
4050018280 1745.874 2171.836 1662.003 1606.184
4050018290 2027.328 1800.162 738.548 892.097
4050018330 1844.677 2218.337 1600.788 1554.447
4050018340 2027.328 1231.825 312.587 804.671
4050018350 1868.019 1207.177 841.773 1062.546
4050018360 1768.698 2131.843 1680.805 1660.998
4050018370 1752.875 2170.427 1714.462 1729.606
4050020060 1832.169 2166.905 1859.768 1805.075
4050020070 1809.152 2113.805 1725.188 1751.417
4050020980 1825.976 2264.853 1966.748 1802.485
4050020990 1818.982 2051.692 1658.136 1724.001
4050022440 1649.737 2088.788 1753.297 1696.797
4050022450 1623.265 1929.1 1667.047 1656.657
4050022790 1679.519 1881.355 1594.073 1594.143
4050023050 1622.229 2012.929 1647.79 1614.823
4050023060 1615.311 2050.812 1614.254 1552.509
4051077730 1619.494 2111.445 1681.583 1644.784
4051077760 1588.948 2069.989 1670.988 1644.193
4051062690 1456.088 2210.267 1604.831 1545.568
4051062700 1617.551 2204.821 1713.047 1648.8
4051046870 1305.825 1894.336 1307.809 1246.54
4051046810 1514.525 2220.001 1684.578 1571.715
4050718400 1051.764 1739.821 1034.582 952.663
4050718180 965.194 1437.693 976.122 900.174
4050023070 1654.927 1883.233 1474.884 1525.68
4050023210 1731.087 1568.998 1670.154 1400.863
4050023220 1656.102 2112.487 1630.373 1576.953
4050023230 1660.351 2024.396 1341.706 1431.906
4050023810 1597.591 2158.313 1461.281 1514.282
4051020030 1541.944 2078.971 1360.07 1433.562
4051019890 1473.36 1991.291 1504.925 1465.065
4051010350 1584.781 2156.58 1574.505 1485.495
4051010310 1486.706 2076.645 1554.858 1493.035
4050956240 1401.452 2050.607 1563.135 1458.075
4050956110 1478.716 1967.414 1516.858 1424.55
4050903190 1156.533 1702.787 1172.362 1157.331
4050902890 1304.148 1702.552 1375.928 1313.593
4050023820 1642.254 2039.992 1373.953 1476.665
4050024190 1556.018 2035.458 1566.302 1522.788
4050025450 1628.432 2138.54 1472.326 1311.283
4050975160 1574.925 2001.018 1405.181 1387.452
4050975150 1607.995 2125.463 1117.084 1281.25
4050960200 1597.777 2100.528 1171.046 1262.163
4050960480 1569.252 2005.438 1236.393 1238.438
4050956230 1370.785 1740.243 1163.06 1153.698
4050956220 1591.571 2013.82 1262.845 1246.193
4050900670 1417.84 1696.015 1194.026 1165.909
4050900680 1686.854 1846.891 1336.6 1308.012
4050886350 1504.192 1913.013 1266.473 1260.681
4050886200 1500.055 1699.94 1091.868 1100.444
4050911800 1293.353 2001.622 1007.841 1119.43
4050911950 1369.898 2133.442 1275.536 1274.302
4050884290 1505.529 1821.754 1315.882 1243.647
4050884570 1252.175 1938.842 1517.998 1388.231
4050901850 1464.204 2065.86 1178.522 1175.64
4050901960 1426.03 2205.741 1260.711 1212.716
4050865930 1562.798 1878.383 1338.096 1253.77
4050865800 1235.698 1643.073 1078.682 1142.763
4050839030 1090.569 1516.707 958.129 1073.653
4050838850 1105.755 1472.773 1023.052 1143.665
4050911460 1394.596 2115.159 1202.102 1195.531
4050911450 1371.076 2233.571 1238.549 1205.328
4050769470 1092.425 1185.329 840.973 1126.161
4050769230 959.457 1138.653 532.866 1058.642
4050784170 1195.849 1976.112 1014.849 1035.943
4050783910 1118.779 1460.814 894.257 1045.75
4050876840 1320.013 2265.316 1155.887 1184.185
4050876680 1385.091 2216.563 1203.909 1137.848
4050786650 1102.635 2406.986 966.414 978.638
4050786460 1048.353 2026.92 982.424 957.46
4050785160 1063.894 2248.548 677.622 959.846
4050784890 1163.723 2488.426 1001.484 892.883
4050025460 1598.784 2065.565 1227.233 1345.084
4050026610 1479.159 2117.966 1303.95 1289.888
4050026620 1580.015 2164.477 1438.697 1348.232
4050026660 1528.85 2164.279 1354.495 1359.911
4050026670 1581.768 2110.728 1356.647 1371.283
4050026820 1474.036 2178.79 1466.433 1432
4050026830 1541.129 2159.809 1396.481 1368.109
4050027010 1530.861 2182.587 1478.852 1476.655
4050027020 1684.672 1502.228 994.126 809.701
4050027100 1582.697 2185.838 1582.874 1580.076
4051031720 1536.598 2218.73 1556.058 1499.949
4051031590 1545.988 2207.562 1473.494 1415.997
4051017990 1435.408 2225.521 1459.656 1460.562
4051017890 1483.794 2205.076 1430.316 1431.856
4051013760 1519.698 2219.036 1472.02 1439.204
4051013640 1454.47 2231.585 1493.856 1422.139
4051013550 1510.114 2256.02 1462.973 1403.55
4051013620 1544.598 2234.473 1550.855 1469.917
4050027110 1668.338 2135.552 1553.293 1538.01
4050027780 1669.461 2267.075 1643.149 1611.155
4051081310 1683.465 2255.279 1694.687 1567.261
4051081260 1565.142 2200.306 1641.778 1561.006
4051065250 1663.809 2275.809 1590.416 1460.315
4051065170 1567.291 2223.059 1616.726 1535.644
4051063700 1533.853 2315.384 1409.951 1320.033
4051063690 1574.831 2270.908 1436.537 1347.421
4051063670 1494.795 2380.94 1182.901 1319.585
4051063810 1525.315 2357.805 1262.842 1316.931
4050027790 1864.015 2212.623 1415.655 1496.007
4050027940 1662.491 2248.711 1496.298 1446.462
4051092490 1463.432 2231.202 1302.662 1262.281
4051092530 1567.789 2252.84 1350.45 1377.208
4051101510 1496.13 2282.85 1326.274 1393.4
4051101500 1481.412 2217.687 1264.957 1305.833
4051096410 1499.775 2354.569 1286.826 1403.883
4051096370 1506.192 2382.078 1154.43 1328.031
4051083880 1492.062 2386.244 1155.523 1361.088
4051083890 1476.044 2408.44 1062.488 1315.109
4050027950 1738.925 2236.914 1396.952 1435.023
4050028040 1640.671 2268.835 1416.622 1390.472
4050028050 1656.824 2280.706 1266.7 1365.244
4050028200 1540.991 2285.043 1318.223 1405.685
4050028210 1730.36 2226.15 1395.604 1483.906
4050028550 1854.716 2321.63 1518.021 1533.515
4050028560 1964.045 2344.411 1440.714 1541.695
4050028670 1682.636 2342.367 1485.063 1442.467
4050028680 1839.501 2327.341 1535.824 1608.552
4050028760 1661.52 2328.148 1530.953 1565.191
4050028770 1822.281 2325.854 1390.671 1629.714
4050029530 1921.458 2237.853 1686.518 1790.044
4050029810 1751.571 2174.948 1774.121 1731.158
4050029820 1666.498 2202.158 1577.322 1612.807
4050031520 1398.852 2364.761 1227.481 1308.861
4050031530 1569.879 2303.706 1049.749 1358.537
4050031610 1462.627 2310.365 1314.829 1311.136
4050031620 1438.158 2324.719 1100.477 1306.237
4050031730 1380.161 2276.694 1172.345 1212.415
4050031740 1571.453 2365.608 1265.775 1321.58
4050031750 1571.453 2346.149 1260.533 1321.58
4050031820 1357.424 2287.586 1206.617 1258.699
4050031830 1473.566 2356.151 1109.866 1352.92
4050032410 1549.821 2368.328 1184.417 1412.405
4050032420 1532.218 2319.874 1004.306 1137.4
4050032880 1271.942 2257.867 1010.605 1268.122
4050032890 1771.202 2239.721 923.212 1364.675
4050033430 1527.861 2438.763 777.557 1237.193
4050952440 1248.766 2352.915 1018.343 1299.381
4050952550 1132.024 2168.96 854.855 1244.028
