HydroSHEDS_ID CERES ERA5-Land FluxCom-RS FluxCom-RSM
1051431940 1655.297 2544.069 1535.905 1592.778
1051382440 1512.433 2507.215 1620.772 1604.415
1051382340 1981.789 2722.46 855.066 1688.949
1051431680 1609.655 2538.93 1694.24 1592.06
1051431480 1655.297 2523.184 1756.231 1599.483
1051378410 1930.444 2701.779 645.345 1276.607
1051378400 1487.569 2496.796 1572.9 1621.671
1051418940 1654.956 2548.407 1789.154 1620.997
1051418880 1621.629 2525.021 1802.765 1651.274
1051438780 1596.692 2576.838 1737.254 1593.666
1051438860 1639.481 2573.663 1617.824 1603.304
1051347100 1706.125 2526.204 1495.402 1526.199
1051347090 1487.584 2464.13 1709.056 1688.692
1051451560 1570.509 2563.298 1679.831 1572.956
1051451550 1605.204 2643.212 1381.783 1570.426
1051453310 1618.72 2643.622 1211.365 1564.828
1051453390 1645.757 2509.954 1649.545 1562.335
1051457490 1722.577 2580.094 1486.487 1549.76
1051457550 1476.115 2514.292 1664.819 1542.787
1051387160 1665.076 2559.965 1778.497 1628.693
1051387100 1637.434 2587.518 1806.885 1671.44
1051478700 1463.512 2583.624 1685.63 1530.37
1051478770 1524.064 2563.055 1718.326 1538.149
1051376970 1642.472 2623.981 1844.599 1702.396
1051376870 1624.535 2596.858 1772.022 1648.573
1051369690 1513.809 2538.288 1742.007 1629.022
1051369590 1610.571 2576.816 1851.483 1705.682
1051473950 1525.295 2567.721 1726.176 1597.143
1051473880 1592.736 2603.12 1763.963 1589.833
1051413460 1742.385 2609.524 1913.532 1733.183
1051413580 1653.872 2605.434 1883.773 1698.683
1051412570 1660.655 2620.576 1901.431 1731.455
1051412560 1812.722 2608.959 1946.848 1753.954
1051409070 1691.161 2582.771 1829.582 1681.754
1051409000 1745.585 2609.495 1870.466 1721.722
1051487890 1578.272 2598.969 1764.481 1593.515
1051487960 1499.297 2564.687 1739.503 1594.449
1051400740 1813.796 2605.381 1951.198 1759.869
1051400750 1782.015 2599.349 1911.785 1725.015
1051466490 1568.502 2611.887 1746.283 1583.005
1051466350 1617.432 2606.041 1753.735 1591.205
1051423960 1719.365 2605.45 1778.392 1645.416
1051423970 1713.762 2619.326 1854.322 1677.801
1051408100 1696.968 2634.749 1711.204 1640.853
1051408090 1742.143 2585.634 1836.789 1650.575
1051405290 1755.146 2602.502 1788.02 1650.451
1051405300 1791.046 2614.143 1937.07 1738.674
1051428730 1710.337 2596.869 1906.918 1690.083
1051428790 1632.086 2617.264 1850.082 1682.703
1051419860 1737.252 2584.416 1927.618 1712.686
1051419980 1741.325 2606.78 1922.298 1685.026
1051377550 1754.59 2585.423 1679.177 1578.508
1051377560 1799.205 2579.228 1686.992 1589.887
1050011670 1833.642 2314.995 1732.633 1677.143
1050011960 1734.282 2387.962 1736.793 1603.064
1050011970 1741.78 2334.842 1728.187 1606.564
1050012020 1666.145 2424.688 1766.986 1634.4
1050012030 1797.284 2339.567 1633.466 1615.177
1050012210 1484.645 2436.625 1593.809 1549.789
1050012220 1796.226 2251.933 1586.352 1620.48
1050012540 1665.855 2307.527 1619.154 1548.475
1050012550 1707.862 2296.924 1444.903 1515.753
1050012590 1626.704 2201.771 1536.74 1510.758
1051584690 1576.154 2340.741 1559.181 1537.846
1051584780 1517.304 2192.634 1511.079 1496.142
1051576130 1421.314 2364.4 1434.505 1373.303
1051576090 1401.204 2379.889 1426.047 1423.318
1051548260 1338.801 2419.301 1194.703 1339.333
1051548220 1363.588 2462.927 1511.364 1469.405
1051548760 1370.514 2399.371 1343.157 1371.888
1051548750 1437.442 2463.037 1462.142 1454.788
1051552540 1371.863 2474.501 1500.924 1409.319
1051552590 1434.935 2476.401 1481.93 1399.137
1051569210 1409.64 2519.123 1536.663 1381.99
1051569100 1363.087 2500.716 1518.633 1405.791
1051571680 1419.836 2521.329 1515.679 1386.348
1051571670 1382.978 2504.535 1547.264 1428.645
1051577000 1484.693 2513.845 1467.711 1365.101
1051576990 1470.176 2545.836 1506.738 1408.224
1050012600 1636.831 1805.907 1093.582 1561.308
1050012680 1524.564 2223.613 1517.89 1423.077
1050012690 1577.571 2128.777 1508.538 1393.976
1050012810 1411.612 2192.591 1528.307 1363.553
1050012820 1461.556 2086.294 1392.648 1341.561
1050013070 1398.611 2272.304 1452.935 1274.568
1050013080 1364.871 2096.67 1362.725 1186.491
1050013950 1285.013 2227.682 1254.979 1122.126
1050013960 1382.125 2107.755 1294.639 1182.817
1050014220 1255.138 2369.689 1269.974 1238.419
1050014230 1379.828 2095.85 1104.912 1155.533
1050014370 1313.135 2407.591 1205.468 1228.731
1050014380 1409.491 2274.045 1065.702 1233.92
1050014490 1236.577 2483.372 1097.981 1250.27
1050014500 1430.268 2213.407 1270.042 785.892
1050014920 1283.333 2509.095 1042.042 1282.687
1050014930 1216.664 2313.191 1201.545 1240.429
1050015030 1521.106 2138.896 1102.742 1227.407
1050015390 1418.758 2380.946 1205.231 1172.815
1050015400 1532.681 2300.798 1133.695 1258.506
1050015560 1288.727 2603.708 1061.904 1259.978
1050015570 1532.988 2316.75 1141.76 1234.955
1050015630 1189.08 2536.318 1162.806 1287.166
1050015640 1595.569 2485.143 1111.535 1294.889
1050015720 1227.283 2610.119 1105.793 1273.449
1050015730 1500.05 2340.08 1012.835 1265.714
1050015850 1255.052 2639.307 538.279 1266.978
1051620260 1133.521 2597.827 778.027 1211.892
1051620200 1208.713 2763.102 894.997 1319.412
1051624310 1129.468 2505.834 1096.965 1261.054
1051624330 1119.835 2441.399 1063.797 1215.06
1051626200 1216.479 2648.091 987.401 1219.52
1051626210 1228.456 2619.456 1160.769 1233.129
1051609270 1309.362 2546.456 1366.17 1354.337
1051609210 1069.68 2486.89 1092.29 1276.018
1051608780 1069.68 2437.407 1138.911 1286.119
1051608790 1289.005 2469.795 1454.599 1407.683
1051604190 1144.224 2367.425 1241.189 1316.668
1051604130 1206.606 2572.761 1221.473 1320.121
1051601200 1213.969 2398.851 1343.763 1390.843
1051601190 1256.765 2535.959 1245.046 1327.576
1051629430 1313.551 2535.779 1350.817 1249.585
1051629370 1263.941 2668.434 1360.493 1289.667
1051628750 1284.622 2654.116 1365.061 1311.593
1051628760 1334.872 2540.352 1345.015 1243.448
1051623250 1336.881 2545.452 1343.583 1287.642
1051623270 1306.432 2530.99 1302.932 1238.854
1051616230 1353.682 2454.904 1416.909 1216.161
1051616280 1323.651 2444.563 1290.672 1184.794
1051608870 1426.298 2392.414 1476.497 1251.625
1051608860 1435.355 2403.46 1373.008 1200.705
1050015860 1709.202 2332.302 0 747.279
1050016760 1012.672 2596.513 520.59 1111.184
1050016770 1309.782 2383.089 0 0
1050016850 1221.031 2664.744 989.09 1265.592
1050016860 1288.802 2463.214 409.14 788.175
1050017350 1335.515 2729.62 1016.187 1350.293
1050017360 1801.899 2697.677 0 494.895
1050017390 1322.396 2783.143 1050.34 1404.474
1050017400 1389.844 2688.989 650.971 1390.866
1050018110 2075.104 2542.632 0 0
1050018120 1415.171 2759.071 1249.556 1545.745
1051455380 1592.352 2719.269 1755.95 1559.043
1051455270 1632.322 2734.674 1806.469 1608.435
1051440140 1719.319 2711.171 1861.513 1612.832
1051440050 1649.637 2722.464 1867.553 1632.824
1051417260 1650.875 2663.921 1797.544 1636.269
1051417180 1682.632 2646.353 1741.082 1640.497
1051415100 1680.13 2674.096 1860.412 1692.054
1051415020 1653.712 2674.173 1898.626 1683.615
1050018130 1719.484 2231.873 0 1557.904
1050018310 1411.714 2749.261 980.255 1555.012
1050018320 1811.871 2371.798 36.212 1399.697
1050018410 1545.711 2751.265 1369.908 1572.687
1050018420 1686.565 2646.292 1515.199 1591.954
1050018860 1710.63 2655.463 1834.535 1711.669
1050018870 1984.545 2605.632 1576.222 1496.05
1050019010 1717.495 2612.397 1890.569 1677.813
1050019020 1751.337 2429.819 1782.753 1668.477
1050019180 1629.33 2555.8 1863.895 1641.141
1050019190 1846.265 2004.235 1163.671 1447.731
1050019270 1754.707 2427.136 1794.648 1628.88
1050019280 1766.674 2077.421 1324.243 1463.75
1050019420 1781.082 2154.713 1588.759 1538.561
1051327980 1770.612 2527.741 1865.417 1684.233
1051327880 1723.97 2426.515 1826.05 1672.023
1051340390 1848.381 2588.576 1901.41 1691.748
1051340470 1902.674 2624.901 1929.671 1736.965
1051343940 1864.13 2610.001 1897.305 1676.938
1051344010 1639.638 2610.756 1873.023 1646.354
1051369030 1820.999 2610.474 1963.015 1699.053
1051369020 1808.475 2612.316 1895.038 1640.991
1050019430 1655.514 2132.01 1622.431 1590.603
1050020040 1536.734 1737.597 1481.82 1475.166
1051262460 1425.642 1930.803 1487.944 1389.25
1051262550 1531.176 1993.42 1588.635 1521.046
1051251800 1552.935 2001.196 1491.86 1427.942
1051251910 1567.667 2137.629 1573.573 1454.879
1051244040 1622.55 2160.738 1537.191 1435.45
1051244140 1764.761 2353.47 1753.01 1610.629
1051228520 1593.004 2341.117 1743.721 1594.854
1051228680 1708.044 2378.178 1745.97 1620.862
1051213630 1676.762 2336.386 1734.734 1603.433
1051213640 1849.016 2431.841 1866.781 1679.979
1051210800 1833.822 2431.39 1850.271 1594.655
1051210720 1812.343 2370.377 1845.597 1688.587
1051214380 1802.366 2434.639 1843.805 1644.932
1051214450 1784.986 2501.088 1856.102 1670.498
1051174950 1855.195 2538.007 1586.026 1673.178
1051174960 1824.436 2334.715 1753.099 1699.268
1051173010 1783.489 2312.919 1844.656 1705.454
1051173020 1833.443 2370.087 1843.161 1694.09
1051163830 1898.885 2347.486 1884.469 1747.328
1051163840 1862.184 2350.038 1877.172 1761.862
1051156960 1834.678 2391.106 1793.758 1710.832
1051156950 1962.601 2396.451 1903.299 1587.15
1051142510 1881.412 2441.396 1819.371 1736.08
1051142520 1835.016 2388.16 1876.868 1705.371
1051129350 1991.825 2392.779 1921.774 1713.326
1051129360 1920.354 2412.401 1913.203 1745.292
1051235290 1800.165 2454.522 1892.998 1675.049
1051235380 1859.179 2363.343 1919.131 1677.493
1051248590 1791.836 2495.41 1859.802 1651.299
1051248600 1831.274 2462.204 1902.775 1676.513
1051103490 1834.646 2322.32 1871.378 1746.376
1051103500 1911.329 2401.126 1868.873 1753.681
1051094100 1727.226 2179.105 1710.862 1730.616
1051093980 1871.752 2286.116 1822.556 1758.764
1051052780 1989.373 2547.658 1931.694 1765.597
1051052770 1957.063 2479.204 1908.833 1770.577
1051015610 2053.565 2575.301 1949.547 1788.146
1051015760 1997.663 2503.915 1935.322 1771.042
1051115180 1933.704 2330.378 1912.521 1762.811
1051115330 1894.254 2395.832 1905.404 1739.801
1051125060 1768.44 2358.461 1864.09 1687.253
1051125130 1787.838 2398.386 1847.025 1666.731
1051037320 2058.762 2627.346 1978.648 1807.106
1051037650 2070.393 2445.892 1979.59 1819.593
1051040200 2108.801 2559.784 1980.992 1832.408
1051040300 2038.455 2435.27 1976.684 1787.387
1051259940 1864.672 2481.399 1883.623 1687.066
1051259950 1749.865 2435.33 1890.63 1665.373
1051266120 1742.936 2442.094 1889.188 1648.849
1051266020 1698.825 2498.699 1683.924 1647.397
1051273600 1856.991 2516.266 1899.116 1695.047
1051273520 1881.731 2514.604 1915.662 1698.417
1051279010 1805.786 2603.043 1885.07 1687.755
1051279020 1897.276 2574.397 1843.527 1587.843
1051265610 1664.979 2622.678 1058.991 0
1051265730 1697.666 2696.198 1311.021 1348.656
1051259210 1739.889 2502.959 1780.646 1706.263
1051259200 1688.993 2440.61 1031.368 1287.377
1051315930 1837.784 2646.218 1874.608 1727.226
1051315940 1827.245 2668.276 1804.501 1709.564
1051250790 1714.286 2560.307 1880.175 1740.444
1051250830 1853.927 2705.611 1907.14 1739.36
1051366570 1865.045 2692.812 1642.159 1728.078
1051366720 1742.07 2623.044 1892.242 1746.252
1050020050 1496.894 1798.823 1485.516 1484.29
1050020240 1464.638 1913.871 1486.315 1291.481
1050020250 1474.44 1817.246 1452.442 1450.196
1050020570 1698.229 1850.79 1424.218 1607.466
1051157490 1658.269 1882.991 1534.874 1591.689
1051157500 1493.696 1876.857 1494.613 1545.776
1051145820 1614.81 2033.12 1625.079 1629.838
1051145730 1593.715 1979.263 1555.96 1680.256
1051147340 1646.986 2166.697 1643.399 1608.842
1051147350 1599.642 2092.527 1601.233 1654.894
1051115250 1711.136 2189.189 1689.608 1712.295
1051115150 1681.553 2131.314 1654.921 1707.86
1050020580 1638.919 1758.46 1486.649 1354.942
1050021110 1641.335 1801.148 1520.59 1622.653
1050021120 1658.594 1803.358 1555.188 1633.941
1050021220 1639.724 1919.986 1668.82 1678.58
1050021230 1666.65 1758.519 1602.591 1641.728
1050021340 1667.182 1974.43 1642.716 1714.961
1050021350 1687.189 1911.052 1656.06 1678.986
1050021440 1699.179 2039.34 1671.916 1724.243
1050021450 1657.798 2075.544 1513.068 780.23
1050021500 1886.858 1970.374 1657.997 1742.911
1051032360 1804.572 2380.808 1870.717 1722.411
1051032520 1807.401 2226.552 1728.217 1755.257
1051004170 1947.725 2426.992 1880.756 1770.215
1051004180 1923.675 2440.563 1881.242 1733.939
1050967880 1911.169 2515.803 1912.762 1740.639
1050967890 1954.224 2520.158 1908.188 1747.342
1050955790 1960.72 2522.939 1923.943 1720.593
1050955650 1851.576 2499.122 1932.515 1702.136
1050021510 1632.726 1857.135 1596.64 1656.456
1050021910 1601.119 2021.883 1616.567 1606.975
1050021920 1515.811 1972.407 1399.681 1432.527
1050021940 1513.227 1880.14 1288.175 1469.702
1050022420 1652.925 2082.442 1593.64 1576.11
1050909890 1746.346 2322.012 1759.41 1661.11
1050909900 1618.69 2247.209 1672.401 1591.927
1050892990 1775.458 2346.601 1724.75 1617.944
1050893000 1557.488 2310.411 1704.222 1585.049
1050870170 1679.077 2394.042 1772.042 1664.789
1050870030 1649.148 2435.619 1624.666 1483.798
1050909040 1717.654 2267.795 1813.141 1636.536
1050908780 1623.266 2311.148 1590.487 1516.839
1050845560 1797.705 2528.546 1760.658 1590.654
1050846020 1703.566 2436.397 1774.711 1674.151
1050827040 1608.994 2491.876 1523.922 1444.023
1050827030 1736.691 2540.774 1734.423 1598.306
1050887720 1492.274 2454 1511.354 1470.13
1050888070 1861.541 2382.345 1850.68 1687.183
1050874630 1572.83 2489.073 1566.919 1440.753
1050874640 1792.825 2503.762 1859.713 1680.494
1050760290 1522.047 2454.712 1533.199 1332.542
1050760280 1603 2469.12 1461.938 1377.351
1050755820 1650.736 2522.795 1583.629 1291.453
1050755960 1669.607 2585.317 1720.992 1553.124
1050747640 1525.491 2521.622 1498.864 1330.642
1050747470 1196.665 2333.541 993.34 1124.914
1050839560 1764.173 2603.84 1700.225 1535.975
1050839280 1529.354 2563.057 1524.142 1356.324
1050736270 1369.556 2398.591 1292.75 1264.134
1050736280 1350.304 2439.643 1476.439 1299.345
1050742280 1776.541 2570.816 1712.243 1536.257
1050742220 1525.491 2514.604 1443.448 1350.237
1050741300 1557.355 2539.295 1542.439 1342.141
1050741380 1710.146 2574.603 1666.486 1530.065
1050722720 1405.498 2443.91 1278.674 1297.305
1050722570 1029.656 2327.217 1089.644 1179.668
1050694130 1380.023 2400.873 1378.586 1278.293
1050694020 1270.869 2479.831 1130.937 1194.575
1050669460 856.938 2236.617 254.814 884.23
1050669470 880.95 2212.583 360.702 636.217
1050680300 1270.869 2438.276 1071.639 1206.266
1050680480 1321.604 2383.97 1347.94 1290.967
1050677950 1020.192 2237.975 739.028 1093.338
1050677960 1053.856 2283.572 1124.953 1205.547
1050668450 1031.604 2377.115 805.551 1207.507
1050668760 1325.778 2426.739 1145.925 1222.436
1050635020 1061.384 2396.674 632.738 1243.436
1050635010 1143.741 2361.092 1001.359 1154.691
1050577750 1045.22 2280.395 578.498 1000.658
1050577760 908.935 2309.73 9.55 479.575
1050515770 801.95 2185.347 259.315 412.026
1050515500 723.912 2104.586 0 0
1050514030 997.574 2482.415 86.131 1173.65
1050513910 688.001 2193.696 0 0
1050513230 885.092 2400.232 35.927 618.355
1050513090 758.192 2242.29 0 30.391
1050603890 1372.518 2445.585 1164.262 1260.617
1050603880 1317.605 2375.762 1144.48 1231.387
1050641670 1441.136 2456.076 1221.641 1292.551
1050641660 1579.981 2524.128 1220.505 1324.951
1050651900 1501.684 2502.89 1405.817 1326.274
1050652110 1434.242 2397.845 1196.702 1280.28
1050682900 1489.312 2465.904 1314.175 1336.646
1050683010 1489.312 2501.282 1480.718 1346.013
1050689850 1505.887 2475.277 1520.173 1359.602
1050690130 1545.059 2468.414 1532.798 1377.487
1050710240 1575.859 2498.976 1601.78 1364.074
1050710380 1679.102 2542.859 1666.984 1496.614
1050696660 1597.342 2556.355 1541.638 1400.466
1050696830 1629.603 2575.013 1613.075 1528.667
1050715100 1836.341 2533.825 1773.122 1627.039
1050715340 1691.489 2517.607 1768.577 1615.557
1050737100 1778.911 2555.149 1702.687 1602.512
1050737110 1894.538 2500.875 1856.922 1723.335
1050761260 1843.302 2549.239 1864.343 1748.197
1050761270 1873.808 2420.596 1878.579 1741.033
1050022430 1663.596 1914.97 1461.369 1545.845
1050022910 1651.581 2062.666 1670.835 1625.54
1050022920 1695.255 1958.418 1618.424 1671.964
1050023020 1663.211 2069.908 1594.088 1597.971
1050023030 1749.215 1739.904 730.799 0
1050023050 1701.964 2280.831 1676.957 1614.432
1050023060 1714.739 2090.983 1567.696 1635.891
1050023130 1762.161 2290.275 1767.049 1653.086
1050023140 1721.574 2076.999 1501.214 1481.938
1050023300 1806.898 2310.97 1560.992 1619.595
1050915980 1732.945 2375.405 1612.124 1624.256
1050915990 1625.896 2456.611 1597.34 1534.87
1050873650 1707.375 2450.331 1605.889 1576.817
1050873640 1690.929 2413.805 1682.203 1601.214
1050842700 1685.795 2520.612 1679.916 1588.893
1050842500 1697.819 2475.93 1613.108 1540.791
1050821060 1574.521 2460.328 1554.01 1530.382
1050820780 1641.615 2493.207 1587.447 1535.762
1050803510 1659.83 2540.165 1648.521 1555.281
1050803360 1594.928 2485.955 1578.682 1503.686
1050792830 1601.206 2504.735 1534.063 1400.164
1050792840 1418.174 2455.314 1298.801 1289.37
1050786860 1611.643 2546.925 1666.076 1555.121
1050786690 1542.705 2530.865 1546.074 1440.094
1050709030 1359.518 2435.837 1222.256 1269.179
1050709280 1588.019 2543.116 1615.9 1434.652
1050023310 1751.793 1978.026 1640.451 1665.747
1050023890 1673.738 2279.681 1669.762 1606.791
1050023900 1715.514 1937.169 1552.33 1631.09
1050023950 1680.459 2235.634 1706.506 1649.289
1050023960 1650.558 1910.208 1651.443 1673.161
1050024070 1750.021 2166.225 1779.709 1703.261
1050024080 1740.361 1912.827 1616.571 1661.132
1050024310 1723.949 1958.723 1747.36 1794.533
1050024320 1754.185 1897.812 1682.971 1751.983
1050024870 1801.305 2039.016 1777.157 1766.127
1050024880 1843.072 1971.167 1724.175 1768.802
1050025000 1880.494 2067.228 1802.905 1752.544
1050025010 1880.309 2170.154 1782.556 1657.184
1050026210 1881.203 2451.427 1896.88 1752.404
1050026220 1956.375 2466.204 1739.834 1691.328
1050026800 1667.469 2511.714 1633.2 1514.768
1050026820 1674.159 2357.665 1340.936 1343.705
1050027410 1712.048 2462.784 1217.503 1300.956
1050571730 1209.603 2328.377 1072.912 1240.463
1050571900 1321.565 2417.978 1244.844 1318.311
1050565160 1002.213 2334.952 808.367 1189.587
1050565270 1134.534 2369.741 1046.7 1221.931
1050583270 1111.146 2385.531 1063.999 1195.068
1050583100 977.915 2353.901 625.621 1133.304
1050606570 1100.275 2350.779 1050.995 1121.301
1050606740 1264.815 2382.733 1114.167 1217.669
1050631860 1326.655 2408.273 1204.943 1252.755
1050632050 1758.297 2585.766 1658.396 1564.559
1050633360 975.118 2267.212 705.781 1060.699
1050633540 1478.306 2503.135 1409.845 1477.938
1050644790 1448.21 2515.738 1355.121 1359.475
1050644920 1567.485 2576.204 1579.853 1466.902
1050667360 1414.941 2572.996 1546.729 1477.084
1050667560 1762.749 2580.615 1771.2 1665.988
1050619070 1195.438 2406.859 1154.26 1191.374
1050619390 1356.944 2487.877 1232.889 1310.722
1050677890 1770.335 2593.017 1713.464 1600.826
1050677900 1648.326 2618.004 1611.387 1516.38
1050671560 1648.326 2587.133 1684.98 1539.158
1050671150 1421.477 2539.104 1449.456 1417.269
1050576090 1097.864 2357.087 1097.199 1202.949
1050575970 940.41 2262.569 1004.39 1130.523
1050562730 718.852 2046.76 245.18 783.295
1050562490 792.341 2022.657 172.523 320.683
1050646230 1385.822 2445.612 1309.521 1307.354
1050646360 1636.598 2582.952 1611.152 1479.638
1050560730 700.462 2013.646 180.919 508.988
1050560870 1095.344 2321.853 1051.138 1097.768
1050634970 1454.734 2466.15 1381.148 1351.162
1050634800 1355.751 2448.6 1295.936 1301.407
1050027420 1963.269 2876.412 0 665.977
1050027430 2082.474 1358.676 0 1324.16
1050027440 873.971 2141.151 381.524 641.947
1050027450 785.324 2071.282 96.147 154.441
1050027630 804.534 2230.043 0 195.83
1050027640 868.759 2120.71 0 0
1050027830 704.288 2057.625 0 0
1050027840 1546.648 1937.783 0 0
1050027920 868.424 2185.174 0 0
1050027930 1158.926 2099.3 0 1.574
1050028700 1438.329 2063.158 0 0
1050241300 1153.721 2343.331 0 105.509
1050241480 1288.622 2054.844 0 0
1050246640 1016.687 2042.792 0 0
1050246790 1113.535 1973.312 0 0
1050289910 926.626 2025.682 0 0
1050289920 917.928 2076.918 0 0
1050274610 963.124 2294.652 0 0
1050274490 1024.702 2153.15 0 0
1050028710 1190.946 2094.591 0 181.324
1050028960 1062.196 2480.67 168.988 367.843
1050028970 1381.165 2360.435 913.736 1193.063
1050029430 1170.235 2326.543 1101.116 1290.349
1050029440 1465.698 2284.221 1046.17 1250.443
1050029700 1251.615 2251.702 1138.201 1261.437
1050029710 1623.306 2220.652 1097.422 1259.968
1050029810 1440.139 2154.143 1103.006 1272.552
1050030220 1102.743 2112.639 688.63 1125.348
1050030230 1199.312 2135.422 1078.063 1207.199
1050030450 1010.875 2056.376 1009.831 1167.933
1050030460 1312.861 2109.491 1072.636 1184.833
1050031290 1079.049 2017.168 1003.603 1141.178
